time,default.BouncingBall.time,default.BouncingBall.h,default.BouncingBall.der(h),default.BouncingBall.v,default.BouncingBall.der(v),default.BouncingBall.v_min,default.BouncingBall.g,default.BouncingBall.e
1.4859999999999471,1.4859999999999471,0.07921304769351839,-1.7766315575367086,-1.7766315575367086,-9.81,0.1,-9.81,0.7
1.486999999999947,1.486999999999947,0.07743151113598169,-1.7864415575367087,-1.7864415575367087,-9.81,0.1,-9.81,0.7
1.487999999999947,1.487999999999947,0.07564016457844498,-1.7962515575367088,-1.7962515575367088,-9.81,0.1,-9.81,0.7
1.4889999999999468,1.4889999999999468,0.07383900802090829,-1.806061557536709,-1.806061557536709,-9.81,0.1,-9.81,0.7
1.4899999999999467,1.4899999999999467,0.07202804146337156,-1.815871557536709,-1.815871557536709,-9.81,0.1,-9.81,0.7
1.4909999999999466,1.4909999999999466,0.07020726490583486,-1.8256815575367091,-1.8256815575367091,-9.81,0.1,-9.81,0.7
1.4919999999999465,1.4919999999999465,0.06837667834829814,-1.8354915575367092,-1.8354915575367092,-9.81,0.1,-9.81,0.7
1.4929999999999464,1.4929999999999464,0.06653628179076143,-1.8453015575367093,-1.8453015575367093,-9.81,0.1,-9.81,0.7
1.4939999999999463,1.4939999999999463,0.06468607523322471,-1.8551115575367094,-1.8551115575367094,-9.81,0.1,-9.81,0.7
1.4949999999999461,1.4949999999999461,0.06282605867568801,-1.8649215575367095,-1.8649215575367095,-9.81,0.1,-9.81,0.7
1.495999999999946,1.495999999999946,0.0609562321181513,-1.8747315575367096,-1.8747315575367096,-9.81,0.1,-9.81,0.7
1.496999999999946,1.496999999999946,0.05907659556061459,-1.8845415575367097,-1.8845415575367097,-9.81,0.1,-9.81,0.7
1.4979999999999458,1.4979999999999458,0.057187149003077885,-1.8943515575367098,-1.8943515575367098,-9.81,0.1,-9.81,0.7
1.4989999999999457,1.4989999999999457,0.05528789244554117,-1.90416155753671,-1.90416155753671,-9.81,0.1,-9.81,0.7
1.4999999999999456,1.4999999999999456,0.05337882588800446,-1.91397155753671,-1.91397155753671,-9.81,0.1,-9.81,0.7
1.5009999999999455,1.5009999999999455,0.05145994933046775,-1.92378155753671,-1.92378155753671,-9.81,0.1,-9.81,0.7
1.5019999999999454,1.5019999999999454,0.04953126277293104,-1.9335915575367102,-1.9335915575367102,-9.81,0.1,-9.81,0.7
1.5029999999999453,1.5029999999999453,0.04759276621539433,-1.9434015575367103,-1.9434015575367103,-9.81,0.1,-9.81,0.7
1.5039999999999452,1.5039999999999452,0.04564445965785762,-1.9532115575367104,-1.9532115575367104,-9.81,0.1,-9.81,0.7
1.504999999999945,1.504999999999945,0.04368634310032091,-1.9630215575367105,-1.9630215575367105,-9.81,0.1,-9.81,0.7
1.505999999999945,1.505999999999945,0.041718416542784194,-1.9728315575367106,-1.9728315575367106,-9.81,0.1,-9.81,0.7
1.5069999999999448,1.5069999999999448,0.03974067998524748,-1.9826415575367107,-1.9826415575367107,-9.81,0.1,-9.81,0.7
1.5079999999999447,1.5079999999999447,0.03775313342771078,-1.9924515575367108,-1.9924515575367108,-9.81,0.1,-9.81,0.7
1.5089999999999446,1.5089999999999446,0.03575577687017407,-2.0022615575367104,-2.0022615575367104,-9.81,0.1,-9.81,0.7
1.5099999999999445,1.5099999999999445,0.03374861031263736,-2.0120715575367103,-2.0120715575367103,-9.81,0.1,-9.81,0.7
