"time","model.root.$wallTime","model.root.fmu.$wallTime","system.fmu.time","system.fmu.h","system.fmu.der(h)","system.fmu.v","system.fmu.der(v)","system.fmu.v_min","system.fmu.g","system.fmu.e"
2.413, 0.014083156, 0.001364595, 2.413, -27.54786518, -23.67153, -23.67153, -9.81, 0.1, -9.81, 0.7
2.414, 0.014088636, 0.001365105, 2.414, -27.57153671, -23.68134, -23.68134, -9.81, 0.1, -9.81, 0.7
2.415, 0.014094426, 0.001365635, 2.415, -27.59521805, -23.69115, -23.69115, -9.81, 0.1, -9.81, 0.7
2.416, 0.014100506, 0.001366145, 2.416, -27.6189092, -23.70096, -23.70096, -9.81, 0.1, -9.81, 0.7
2.417, 0.014105876, 0.001366655, 2.417, -27.64261016, -23.71077, -23.71077, -9.81, 0.1, -9.81, 0.7
2.418, 0.014111416, 0.001367145, 2.418, -27.66632093, -23.72058, -23.72058, -9.81, 0.1, -9.81, 0.7
2.419, 0.014117056, 0.001367654, 2.419, -27.69004151, -23.73039, -23.73039, -9.81, 0.1, -9.81, 0.7
2.42, 0.014126717, 0.001368175, 2.42, -27.7137719, -23.7402, -23.7402, -9.81, 0.1, -9.81, 0.7
2.421, 0.014131807, 0.001368703, 2.421, -27.7375121, -23.75001, -23.75001, -9.81, 0.1, -9.81, 0.7
2.422, 0.014137826, 0.001369213, 2.422, -27.76126211, -23.75982, -23.75982, -9.81, 0.1, -9.81, 0.7
2.423, 0.014143106, 0.001369721, 2.423, -27.78502193, -23.76963, -23.76963, -9.81, 0.1, -9.81, 0.7
2.424, 0.014148377, 0.001370238, 2.424, -27.80879156, -23.77944, -23.77944, -9.81, 0.1, -9.81, 0.7
2.425, 0.014153467, 0.001370749, 2.425, -27.832571, -23.78925, -23.78925, -9.81, 0.1, -9.81, 0.7
2.426, 0.014159217, 0.001371249, 2.426, -27.85636025, -23.79906, -23.79906, -9.81, 0.1, -9.81, 0.7
2.427, 0.014165267, 0.001371759, 2.427, -27.88015931, -23.80887, -23.80887, -9.81, 0.1, -9.81, 0.7
2.428, 0.014170317, 0.001372269, 2.428, -27.90396818, -23.81868, -23.81868, -9.81, 0.1, -9.81, 0.7
2.429, 0.014176057, 0.001372789, 2.429, -27.92778686, -23.82849, -23.82849, -9.81, 0.1, -9.81, 0.7
2.43, 0.014181657, 0.001373318, 2.43, -27.95161535, -23.8383, -23.8383, -9.81, 0.1, -9.81, 0.7
2.431, 0.014186777, 0.001373819, 2.431, -27.97545365, -23.84811, -23.84811, -9.81, 0.1, -9.81, 0.7
2.432, 0.014192457, 0.001374318, 2.432, -27.99930176, -23.85792, -23.85792, -9.81, 0.1, -9.81, 0.7
2.433, 0.014198288, 0.001374819, 2.433, -28.02315968, -23.86773, -23.86773, -9.81, 0.1, -9.81, 0.7
2.434, 0.014203429, 0.001375339, 2.434, -28.04702741, -23.87754, -23.87754, -9.81, 0.1, -9.81, 0.7
2.435, 0.014208989, 0.001375831, 2.435, -28.07090495, -23.88735, -23.88735, -9.81, 0.1, -9.81, 0.7
2.436, 0.01421474, 0.001376341, 2.436, -28.0947923, -23.89716, -23.89716, -9.81, 0.1, -9.81, 0.7
2.437, 0.0142206, 0.001376861, 2.437, -28.11868946, -23.90697, -23.90697, -9.81, 0.1, -9.81, 0.7
2.438, 0.014225971, 0.00137736, 2.438, -28.14259643, -23.91678, -23.91678, -9.81, 0.1, -9.81, 0.7
2.439, 0.014231721, 0.00137787, 2.439, -28.16651321, -23.92659, -23.92659, -9.81, 0.1, -9.81, 0.7
2.44, 0.014237391, 0.00137839, 2.44, -28.1904398, -23.9364, -23.9364, -9.81, 0.1, -9.81, 0.7
2.441, 0.014242691, 0.0013789, 2.441, -28.2143762, -23.94621, -23.94621, -9.81, 0.1, -9.81, 0.7
2.442, 0.014248191, 0.00137942, 2.442, -28.23832241, -23.95602, -23.95602, -9.81, 0.1, -9.81, 0.7
2.443, 0.014253981, 0.00137994, 2.443, -28.26227843, -23.96583, -23.96583, -9.81, 0.1, -9.81, 0.7
2.444, 0.014259402, 0.00138045, 2.444, -28.28624426, -23.97564, -23.97564, -9.81, 0.1, -9.81, 0.7
2.445, 0.014264792, 0.001380959, 2.445, -28.3102199, -23.98545, -23.98545, -9.81, 0.1, -9.81, 0.7
2.446, 0.014270583, 0.00138148, 2.446, -28.33420535, -23.99526, -23.99526, -9.81, 0.1, -9.81, 0.7
2.447, 0.014276473, 0.001381981, 2.447, -28.35820061, -24.00507, -24.00507, -9.81, 0.1, -9.81, 0.7
2.448, 0.014281873, 0.001382492, 2.448, -28.38220568, -24.01488, -24.01488, -9.81, 0.1, -9.81, 0.7
2.449, 0.014287424, 0.001383022, 2.449, -28.40622056, -24.02469, -24.02469, -9.81, 0.1, -9.81, 0.7
2.45, 0.014292934, 0.001383542, 2.45, -28.43024525, -24.0345, -24.0345, -9.81, 0.1, -9.81, 0.7
2.451, 0.014297914, 0.001384061, 2.451, -28.45427975, -24.04431, -24.04431, -9.81, 0.1, -9.81, 0.7
2.452, 0.014303594, 0.001384562, 2.452, -28.47832406, -24.05412, -24.05412, -9.81, 0.1, -9.81, 0.7
2.453, 0.014309394, 0.001385072, 2.453, -28.50237818, -24.06393, -24.06393, -9.81, 0.1, -9.81, 0.7
2.454, 0.014314644, 0.001385572, 2.454, -28.52644211, -24.07374, -24.07374, -9.81, 0.1, -9.81, 0.7
2.455, 0.014320154, 0.001386092, 2.455, -28.55051585, -24.08355, -24.08355, -9.81, 0.1, -9.81, 0.7
2.456, 0.014325924, 0.001386612, 2.456, -28.5745994, -24.09336, -24.09336, -9.81, 0.1, -9.81, 0.7
2.457, 0.014331274, 0.001387122, 2.457, -28.59869276, -24.10317, -24.10317, -9.81, 0.1, -9.81, 0.7
2.458, 0.014336905, 0.001387643, 2.458, -28.62279593, -24.11298, -24.11298, -9.81, 0.1, -9.81, 0.7
2.459, 0.014342674, 0.001388142, 2.459, -28.64690891, -24.12279, -24.12279, -9.81, 0.1, -9.81, 0.7
2.46, 0.014348594, 0.001388653, 2.46, -28.6710317, -24.1326, -24.1326, -9.81, 0.1, -9.81, 0.7
2.461, 0.014353944, 0.001389161, 2.461, -28.6951643, -24.14241, -24.14241, -9.81, 0.1, -9.81, 0.7
2.462, 0.014362113, 0.001389691, 2.462, -28.71930671, -24.15222, -24.15222, -9.81, 0.1, -9.81, 0.7
2.463, 0.014367994, 0.0013902, 2.463, -28.74345893, -24.16203, -24.16203, -9.81, 0.1, -9.81, 0.7
2.464, 0.014373804, 0.00139072, 2.464, -28.76762096, -24.17184, -24.17184, -9.81, 0.1, -9.81, 0.7
2.465, 0.014378764, 0.00139123, 2.465, -28.7917928, -24.18165, -24.18165, -9.81, 0.1, -9.81, 0.7
2.466, 0.014384684, 0.00139174, 2.466, -28.81597445, -24.19146, -24.19146, -9.81, 0.1, -9.81, 0.7
2.467, 0.014390554, 0.00139225, 2.467, -28.84016591, -24.20127, -24.20127, -9.81, 0.1, -9.81, 0.7
2.468, 0.014396384, 0.00139274, 2.468, -28.86436718, -24.21108, -24.21108, -9.81, 0.1, -9.81, 0.7
2.469, 0.014401674, 0.00139326, 2.469, -28.88857826, -24.22089, -24.22089, -9.81, 0.1, -9.81, 0.7
2.47, 0.014407343, 0.00139378, 2.47, -28.91279915, -24.2307, -24.2307, -9.81, 0.1, -9.81, 0.7
2.471, 0.014412984, 0.001394291, 2.471, -28.93702985, -24.24051, -24.24051, -9.81, 0.1, -9.81, 0.7
2.472, 0.014417964, 0.001394811, 2.472, -28.96127036, -24.25032, -24.25032, -9.81, 0.1, -9.81, 0.7
2.473, 0.014423804, 0.001395323, 2.473, -28.98552068, -24.26013, -24.26013, -9.81, 0.1, -9.81, 0.7
2.474, 0.014429545, 0.001395833, 2.474, -29.00978081, -24.26994, -24.26994, -9.81, 0.1, -9.81, 0.7
2.475, 0.014434844, 0.001396341, 2.475, -29.03405075, -24.27975, -24.27975, -9.81, 0.1, -9.81, 0.7
2.476, 0.014440444, 0.001396831, 2.476, -29.0583305, -24.28956, -24.28956, -9.81, 0.1, -9.81, 0.7
2.477, 0.014446204, 0.001397342, 2.477, -29.08262006, -24.29937, -24.29937, -9.81, 0.1, -9.81, 0.7
2.478, 0.014452094, 0.001397851, 2.478, -29.10691943, -24.30918, -24.30918, -9.81, 0.1, -9.81, 0.7
2.479, 0.014457474, 0.001398361, 2.479, -29.13122861, -24.31899, -24.31899, -9.81, 0.1, -9.81, 0.7
2.48, 0.014463004, 0.001398871, 2.48, -29.1555476, -24.3288, -24.3288, -9.81, 0.1, -9.81, 0.7
2.481, 0.014468564, 0.001399391, 2.481, -29.1798764, -24.33861, -24.33861, -9.81, 0.1, -9.81, 0.7
2.482, 0.014473484, 0.001399901, 2.482, -29.20421501, -24.34842, -24.34842, -9.81, 0.1, -9.81, 0.7
2.483, 0.014479014, 0.001400391, 2.483, -29.22856343, -24.35823, -24.35823, -9.81, 0.1, -9.81, 0.7
2.484, 0.014484724, 0.00140089, 2.484, -29.25292166, -24.36804, -24.36804, -9.81, 0.1, -9.81, 0.7
2.485, 0.014489655, 0.0014014, 2.485, -29.2772897, -24.37785, -24.37785, -9.81, 0.1, -9.81, 0.7
2.486, 0.014495114, 0.001401912, 2.486, -29.30166755, -24.38766, -24.38766, -9.81, 0.1, -9.81, 0.7
2.487, 0.014500875, 0.001402411, 2.487, -29.32605521, -24.39747, -24.39747, -9.81, 0.1, -9.81, 0.7
2.488, 0.014506045, 0.001402911, 2.488, -29.35045268, -24.40728, -24.40728, -9.81, 0.1, -9.81, 0.7
2.489, 0.014511504, 0.001403441, 2.489, -29.37485996, -24.41709, -24.41709, -9.81, 0.1, -9.81, 0.7
2.49, 0.014517265, 0.00140394, 2.49, -29.39927705, -24.4269, -24.4269, -9.81, 0.1, -9.81, 0.7
2.491, 0.014523795, 0.001404429, 2.491, -29.42370395, -24.43671, -24.43671, -9.81, 0.1, -9.81, 0.7
2.492, 0.014529355, 0.001404939, 2.492, -29.44814066, -24.44652, -24.44652, -9.81, 0.1, -9.81, 0.7
2.493, 0.014534965, 0.001405449, 2.493, -29.47258718, -24.45633, -24.45633, -9.81, 0.1, -9.81, 0.7
2.494, 0.014540615, 0.001405969, 2.494, -29.49704351, -24.46614, -24.46614, -9.81, 0.1, -9.81, 0.7
2.495, 0.014545775, 0.001406479, 2.495, -29.52150965, -24.47595, -24.47595, -9.81, 0.1, -9.81, 0.7
2.496, 0.014551315, 0.001406989, 2.496, -29.5459856, -24.48576, -24.48576, -9.81, 0.1, -9.81, 0.7
2.497, 0.014566715, 0.001407499, 2.497, -29.57047136, -24.49557, -24.49557, -9.81, 0.1, -9.81, 0.7
2.498, 0.014571806, 0.001408027, 2.498, -29.59496693, -24.50538, -24.50538, -9.81, 0.1, -9.81, 0.7
2.499, 0.014576827, 0.001408516, 2.499, -29.61947231, -24.51519, -24.51519, -9.81, 0.1, -9.81, 0.7
2.5, 0.014582587, 0.001409048, 2.5, -29.6439875, -24.525, -24.525, -9.81, 0.1, -9.81, 0.7
2.501, 0.014588728, 0.001409557, 2.501, -29.6685125, -24.53481, -24.53481, -9.81, 0.1, -9.81, 0.7
2.502, 0.014593748, 0.001410065, 2.502, -29.69304731, -24.54462, -24.54462, -9.81, 0.1, -9.81, 0.7
2.503, 0.014599207, 0.001410565, 2.503, -29.71759193, -24.55443, -24.55443, -9.81, 0.1, -9.81, 0.7
2.504, 0.014608077, 0.001411064, 2.504, -29.74214636, -24.56424, -24.56424, -9.81, 0.1, -9.81, 0.7
2.505, 0.014614157, 0.001411564, 2.505, -29.7667106, -24.57405, -24.57405, -9.81, 0.1, -9.81, 0.7
2.506, 0.014619947, 0.001412074, 2.506, -29.79128465, -24.58386, -24.58386, -9.81, 0.1, -9.81, 0.7
2.507, 0.014624857, 0.001412584, 2.507, -29.81586851, -24.59367, -24.59367, -9.81, 0.1, -9.81, 0.7
2.508, 0.014630487, 0.001413074, 2.508, -29.84046218, -24.60348, -24.60348, -9.81, 0.1, -9.81, 0.7
2.509, 0.014636167, 0.001413585, 2.509, -29.86506566, -24.61329, -24.61329, -9.81, 0.1, -9.81, 0.7
2.51, 0.014641118, 0.001414095, 2.51, -29.88967895, -24.6231, -24.6231, -9.81, 0.1, -9.81, 0.7
2.511, 0.014646807, 0.001414604, 2.511, -29.91430205, -24.63291, -24.63291, -9.81, 0.1, -9.81, 0.7
2.512, 0.014652448, 0.001415104, 2.512, -29.93893496, -24.64272, -24.64272, -9.81, 0.1, -9.81, 0.7
2.513, 0.014657528, 0.001415605, 2.513, -29.96357768, -24.65253, -24.65253, -9.81, 0.1, -9.81, 0.7
2.514, 0.014663109, 0.001416124, 2.514, -29.98823021, -24.66234, -24.66234, -9.81, 0.1, -9.81, 0.7
2.515, 0.014668799, 0.001416624, 2.515, -30.01289255, -24.67215, -24.67215, -9.81, 0.1, -9.81, 0.7
2.516, 0.014674868, 0.001417144, 2.516, -30.0375647, -24.68196, -24.68196, -9.81, 0.1, -9.81, 0.7
2.517, 0.014680289, 0.001417643, 2.517, -30.06224666, -24.69177, -24.69177, -9.81, 0.1, -9.81, 0.7
2.518, 0.014685879, 0.001418163, 2.518, -30.08693843, -24.70158, -24.70158, -9.81, 0.1, -9.81, 0.7
2.519, 0.014691519, 0.001418673, 2.519, -30.11164001, -24.71139, -24.71139, -9.81, 0.1, -9.81, 0.7
2.52, 0.014696469, 0.001419183, 2.52, -30.1363514, -24.7212, -24.7212, -9.81, 0.1, -9.81, 0.7
2.521, 0.014702349, 0.001419713, 2.521, -30.1610726, -24.73101, -24.73101, -9.81, 0.1, -9.81, 0.7
2.522, 0.014708069, 0.001420243, 2.522, -30.18580361, -24.74082, -24.74082, -9.81, 0.1, -9.81, 0.7
2.523, 0.014713379, 0.001420751, 2.523, -30.21054443, -24.75063, -24.75063, -9.81, 0.1, -9.81, 0.7
2.524, 0.014719059, 0.00142124, 2.524, -30.23529506, -24.76044, -24.76044, -9.81, 0.1, -9.81, 0.7
2.525, 0.014724968, 0.001421753, 2.525, -30.2600555, -24.77025, -24.77025, -9.81, 0.1, -9.81, 0.7
2.526, 0.014730898, 0.001422254, 2.526, -30.28482575, -24.78006, -24.78006, -9.81, 0.1, -9.81, 0.7
2.527, 0.014736208, 0.001422752, 2.527, -30.30960581, -24.78987, -24.78987, -9.81, 0.1, -9.81, 0.7
2.528, 0.014741798, 0.001423263, 2.528, -30.33439568, -24.79968, -24.79968, -9.81, 0.1, -9.81, 0.7
2.529, 0.014747389, 0.001423772, 2.529, -30.35919536, -24.80949, -24.80949, -9.81, 0.1, -9.81, 0.7
2.53, 0.014752379, 0.001424282, 2.53, -30.38400485, -24.8193, -24.8193, -9.81, 0.1, -9.81, 0.7
2.531, 0.01475813, 0.001424791, 2.531, -30.40882415, -24.82911, -24.82911, -9.81, 0.1, -9.81, 0.7
2.532, 0.01476404, 0.001425292, 2.532, -30.43365326, -24.83892, -24.83892, -9.81, 0.1, -9.81, 0.7
2.533, 0.01476936, 0.001425802, 2.533, -30.45849218, -24.84873, -24.84873, -9.81, 0.1, -9.81, 0.7
2.534, 0.01477489, 0.001426322, 2.534, -30.48334091, -24.85854, -24.85854, -9.81, 0.1, -9.81, 0.7
2.535, 0.01478074, 0.001426842, 2.535, -30.50819945, -24.86835, -24.86835, -9.81, 0.1, -9.81, 0.7
2.536, 0.01478674, 0.001427352, 2.536, -30.5330678, -24.87816, -24.87816, -9.81, 0.1, -9.81, 0.7
2.537, 0.01479221, 0.00142786, 2.537, -30.55794596, -24.88797, -24.88797, -9.81, 0.1, -9.81, 0.7
2.538, 0.01479765, 0.00142838, 2.538, -30.58283393, -24.89778, -24.89778, -9.81, 0.1, -9.81, 0.7
2.539, 0.0148033, 0.00142888, 2.539, -30.60773171, -24.90759, -24.90759, -9.81, 0.1, -9.81, 0.7
2.54, 0.014808311, 0.0014294, 2.54, -30.6326393, -24.9174, -24.9174, -9.81, 0.1, -9.81, 0.7
2.541, 0.014813812, 0.00142992, 2.541, -30.6575567, -24.92721, -24.92721, -9.81, 0.1, -9.81, 0.7
2.542, 0.014819631, 0.001430449, 2.542, -30.68248391, -24.93702, -24.93702, -9.81, 0.1, -9.81, 0.7
2.543, 0.014824982, 0.001430956, 2.543, -30.70742093, -24.94683, -24.94683, -9.81, 0.1, -9.81, 0.7
2.544, 0.014830542, 0.001431456, 2.544, -30.73236776, -24.95664, -24.95664, -9.81, 0.1, -9.81, 0.7
2.545, 0.014836272, 0.001431967, 2.545, -30.7573244, -24.96645, -24.96645, -9.81, 0.1, -9.81, 0.7
2.546, 0.014844662, 0.001432487, 2.546, -30.78229085, -24.97626, -24.97626, -9.81, 0.1, -9.81, 0.7
2.547, 0.014850962, 0.001433007, 2.547, -30.80726711, -24.98607, -24.98607, -9.81, 0.1, -9.81, 0.7
2.548, 0.014855992, 0.001433507, 2.548, -30.83225318, -24.99588, -24.99588, -9.81, 0.1, -9.81, 0.7
2.549, 0.014861432, 0.001434007, 2.549, -30.85724906, -25.00569, -25.00569, -9.81, 0.1, -9.81, 0.7
2.55, 0.014867062, 0.001434508, 2.55, -30.88225475, -25.0155, -25.0155, -9.81, 0.1, -9.81, 0.7
2.551, 0.014872012, 0.001435007, 2.551, -30.90727025, -25.02531, -25.02531, -9.81, 0.1, -9.81, 0.7
2.552, 0.014877621, 0.001435515, 2.552, -30.93229556, -25.03512, -25.03512, -9.81, 0.1, -9.81, 0.7
2.553, 0.014883391, 0.001436024, 2.553, -30.95733068, -25.04493, -25.04493, -9.81, 0.1, -9.81, 0.7
2.554, 0.014888271, 0.001436544, 2.554, -30.98237561, -25.05474, -25.05474, -9.81, 0.1, -9.81, 0.7
2.555, 0.014893831, 0.001437054, 2.555, -31.00743035, -25.06455, -25.06455, -9.81, 0.1, -9.81, 0.7
2.556, 0.014899601, 0.001437555, 2.556, -31.0324949, -25.07436, -25.07436, -9.81, 0.1, -9.81, 0.7
2.557, 0.014904721, 0.001438055, 2.557, -31.05756926, -25.08417, -25.08417, -9.81, 0.1, -9.81, 0.7
2.558, 0.014910292, 0.001438566, 2.558, -31.08265343, -25.09398, -25.09398, -9.81, 0.1, -9.81, 0.7
2.559, 0.014916013, 0.001439076, 2.559, -31.10774741, -25.10379, -25.10379, -9.81, 0.1, -9.81, 0.7
2.56, 0.014922063, 0.001439576, 2.56, -31.1328512, -25.1136, -25.1136, -9.81, 0.1, -9.81, 0.7
2.561, 0.014927593, 0.001440076, 2.561, -31.1579648, -25.12341, -25.12341, -9.81, 0.1, -9.81, 0.7
2.562, 0.014933203, 0.001440596, 2.562, -31.18308821, -25.13322, -25.13322, -9.81, 0.1, -9.81, 0.7
2.563, 0.014938983, 0.001441116, 2.563, -31.20822143, -25.14303, -25.14303, -9.81, 0.1, -9.81, 0.7
2.564, 0.014944184, 0.001441636, 2.564, -31.23336446, -25.15284, -25.15284, -9.81, 0.1, -9.81, 0.7
2.565, 0.014951664, 0.001442156, 2.565, -31.2585173, -25.16265, -25.16265, -9.81, 0.1, -9.81, 0.7
2.566, 0.014957414, 0.001442676, 2.566, -31.28367995, -25.17246, -25.17246, -9.81, 0.1, -9.81, 0.7
2.567, 0.014963153, 0.001443166, 2.567, -31.30885241, -25.18227, -25.18227, -9.81, 0.1, -9.81, 0.7
2.568, 0.014968294, 0.001443667, 2.568, -31.33403468, -25.19208, -25.19208, -9.81, 0.1, -9.81, 0.7
2.569, 0.014973795, 0.001444199, 2.569, -31.35922676, -25.20189, -25.20189, -9.81, 0.1, -9.81, 0.7
2.57, 0.014979615, 0.00144471, 2.57, -31.38442865, -25.2117, -25.2117, -9.81, 0.1, -9.81, 0.7
2.571, 0.014985275, 0.001445222, 2.571, -31.40964035, -25.22151, -25.22151, -9.81, 0.1, -9.81, 0.7
2.572, 0.014990626, 0.001445711, 2.572, -31.43486186, -25.23132, -25.23132, -9.81, 0.1, -9.81, 0.7
2.573, 0.014996256, 0.001446221, 2.573, -31.46009318, -25.24113, -25.24113, -9.81, 0.1, -9.81, 0.7
2.574, 0.015001916, 0.001446741, 2.574, -31.48533431, -25.25094, -25.25094, -9.81, 0.1, -9.81, 0.7
2.575, 0.015006886, 0.001447241, 2.575, -31.51058525, -25.26075, -25.26075, -9.81, 0.1, -9.81, 0.7
2.576, 0.015012506, 0.001447741, 2.576, -31.535846, -25.27056, -25.27056, -9.81, 0.1, -9.81, 0.7
2.577, 0.015018367, 0.001448241, 2.577, -31.56111656, -25.28037, -25.28037, -9.81, 0.1, -9.81, 0.7
2.578, 0.015023658, 0.001448751, 2.578, -31.58639693, -25.29018, -25.29018, -9.81, 0.1, -9.81, 0.7
2.579, 0.015029258, 0.001449263, 2.579, -31.61168711, -25.29999, -25.29999, -9.81, 0.1, -9.81, 0.7
2.58, 0.015034997, 0.001449772, 2.58, -31.6369871, -25.3098, -25.3098, -9.81, 0.1, -9.81, 0.7
2.581, 0.015041067, 0.001450283, 2.581, -31.6622969, -25.31961, -25.31961, -9.81, 0.1, -9.81, 0.7
2.582, 0.015046497, 0.001450783, 2.582, -31.68761651, -25.32942, -25.32942, -9.81, 0.1, -9.81, 0.7
2.583, 0.015051958, 0.001451284, 2.583, -31.71294593, -25.33923, -25.33923, -9.81, 0.1, -9.81, 0.7
2.584, 0.015057608, 0.001451802, 2.584, -31.73828516, -25.34904, -25.34904, -9.81, 0.1, -9.81, 0.7
2.585, 0.015062528, 0.001452314, 2.585, -31.7636342, -25.35885, -25.35885, -9.81, 0.1, -9.81, 0.7
2.586, 0.015068118, 0.001452834, 2.586, -31.78899305, -25.36866, -25.36866, -9.81, 0.1, -9.81, 0.7
2.587, 0.015077228, 0.001453354, 2.587, -31.81436171, -25.37847, -25.37847, -9.81, 0.1, -9.81, 0.7
2.588, 0.015083248, 0.001453864, 2.588, -31.83974018, -25.38828, -25.38828, -9.81, 0.1, -9.81, 0.7
2.589, 0.015089118, 0.001454364, 2.589, -31.86512846, -25.39809, -25.39809, -9.81, 0.1, -9.81, 0.7
2.59, 0.015094578, 0.001454864, 2.59, -31.89052655, -25.4079, -25.4079, -9.81, 0.1, -9.81, 0.7
2.591, 0.015100338, 0.001455381, 2.591, -31.91593445, -25.41771, -25.41771, -9.81, 0.1, -9.81, 0.7
2.592, 0.015106108, 0.001455891, 2.592, -31.94135216, -25.42752, -25.42752, -9.81, 0.1, -9.81, 0.7
2.593, 0.015111158, 0.001456401, 2.593, -31.96677968, -25.43733, -25.43733, -9.81, 0.1, -9.81, 0.7
2.594, 0.015116878, 0.00145692, 2.594, -31.99221701, -25.44714, -25.44714, -9.81, 0.1, -9.81, 0.7
2.595, 0.015122448, 0.00145742, 2.595, -32.01766415, -25.45695, -25.45695, -9.81, 0.1, -9.81, 0.7
2.596, 0.015127677, 0.001457921, 2.596, -32.0431211, -25.46676, -25.46676, -9.81, 0.1, -9.81, 0.7
2.597, 0.015133217, 0.001458432, 2.597, -32.06858786, -25.47657, -25.47657, -9.81, 0.1, -9.81, 0.7
2.598, 0.015139038, 0.001458953, 2.598, -32.09406443, -25.48638, -25.48638, -9.81, 0.1, -9.81, 0.7
2.599, 0.015143998, 0.001459473, 2.599, -32.11955081, -25.49619, -25.49619, -9.81, 0.1, -9.81, 0.7
2.6, 0.015149748, 0.001459983, 2.6, -32.145047, -25.506, -25.506, -9.81, 0.1, -9.81, 0.7
2.601, 0.015155458, 0.001460493, 2.601, -32.170553, -25.51581, -25.51581, -9.81, 0.1, -9.81, 0.7
2.602, 0.015160528, 0.001461023, 2.602, -32.19606881, -25.52562, -25.52562, -9.81, 0.1, -9.81, 0.7
2.603, 0.015166388, 0.001461543, 2.603, -32.22159443, -25.53543, -25.53543, -9.81, 0.1, -9.81, 0.7
2.604, 0.015172098, 0.001462043, 2.604, -32.24712986, -25.54524, -25.54524, -9.81, 0.1, -9.81, 0.7
2.605, 0.015177688, 0.001462563, 2.605, -32.2726751, -25.55505, -25.55505, -9.81, 0.1, -9.81, 0.7
2.606, 0.015183417, 0.001463042, 2.606, -32.29823015, -25.56486, -25.56486, -9.81, 0.1, -9.81, 0.7
2.607, 0.015189246, 0.001463533, 2.607, -32.32379501, -25.57467, -25.57467, -9.81, 0.1, -9.81, 0.7
2.608, 0.015195027, 0.001464053, 2.608, -32.34936968, -25.58448, -25.58448, -9.81, 0.1, -9.81, 0.7
2.609, 0.015199986, 0.001464562, 2.609, -32.37495416, -25.59429, -25.59429, -9.81, 0.1, -9.81, 0.7
2.61, 0.015205557, 0.001465084, 2.61, -32.40054845, -25.6041, -25.6041, -9.81, 0.1, -9.81, 0.7
2.611, 0.015211218, 0.001465585, 2.611, -32.42615255, -25.61391, -25.61391, -9.81, 0.1, -9.81, 0.7
2.612, 0.015216238, 0.001466095, 2.612, -32.45176646, -25.62372, -25.62372, -9.81, 0.1, -9.81, 0.7
2.613, 0.015221968, 0.001466615, 2.613, -32.47739018, -25.63353, -25.63353, -9.81, 0.1, -9.81, 0.7
2.614, 0.015227778, 0.001467105, 2.614, -32.50302371, -25.64334, -25.64334, -9.81, 0.1, -9.81, 0.7
2.615, 0.015233318, 0.001467615, 2.615, -32.52866705, -25.65315, -25.65315, -9.81, 0.1, -9.81, 0.7
2.616, 0.015238908, 0.001468105, 2.616, -32.5543202, -25.66296, -25.66296, -9.81, 0.1, -9.81, 0.7
2.617, 0.015244658, 0.001468605, 2.617, -32.57998316, -25.67277, -25.67277, -9.81, 0.1, -9.81, 0.7
2.618, 0.015250479, 0.001469114, 2.618, -32.60565593, -25.68258, -25.68258, -9.81, 0.1, -9.81, 0.7
2.619, 0.01525545, 0.001469613, 2.619, -32.63133851, -25.69239, -25.69239, -9.81, 0.1, -9.81, 0.7
2.62, 0.01526116, 0.001470121, 2.62, -32.6570309, -25.7022, -25.7022, -9.81, 0.1, -9.81, 0.7
2.621, 0.015267071, 0.001470641, 2.621, -32.6827331, -25.71201, -25.71201, -9.81, 0.1, -9.81, 0.7
2.622, 0.01527237, 0.00147115, 2.622, -32.70844511, -25.72182, -25.72182, -9.81, 0.1, -9.81, 0.7
2.623, 0.01527793, 0.001471641, 2.623, -32.73416693, -25.73163, -25.73163, -9.81, 0.1, -9.81, 0.7
2.624, 0.01528387, 0.001472149, 2.624, -32.75989856, -25.74144, -25.74144, -9.81, 0.1, -9.81, 0.7
2.625, 0.015289849, 0.001472648, 2.625, -32.78564, -25.75125, -25.75125, -9.81, 0.1, -9.81, 0.7
2.626, 0.015295219, 0.001473177, 2.626, -32.81139125, -25.76106, -25.76106, -9.81, 0.1, -9.81, 0.7
2.627, 0.015300839, 0.001473677, 2.627, -32.83715231, -25.77087, -25.77087, -9.81, 0.1, -9.81, 0.7
2.628, 0.015306359, 0.001474187, 2.628, -32.86292318, -25.78068, -25.78068, -9.81, 0.1, -9.81, 0.7
2.629, 0.015316379, 0.001474697, 2.629, -32.88870386, -25.79049, -25.79049, -9.81, 0.1, -9.81, 0.7
2.63, 0.015322439, 0.001475207, 2.63, -32.91449435, -25.8003, -25.8003, -9.81, 0.1, -9.81, 0.7
2.631, 0.015327479, 0.001475696, 2.631, -32.94029465, -25.81011, -25.81011, -9.81, 0.1, -9.81, 0.7
2.632, 0.015333119, 0.001476206, 2.632, -32.96610476, -25.81992, -25.81992, -9.81, 0.1, -9.81, 0.7
2.633, 0.015338868, 0.001476707, 2.633, -32.99192468, -25.82973, -25.82973, -9.81, 0.1, -9.81, 0.7
2.634, 0.015344129, 0.001477218, 2.634, -33.01775441, -25.83954, -25.83954, -9.81, 0.1, -9.81, 0.7
2.635, 0.015349609, 0.001477728, 2.635, -33.04359395, -25.84935, -25.84935, -9.81, 0.1, -9.81, 0.7
2.636, 0.01535536, 0.001478237, 2.636, -33.0694433, -25.85916, -25.85916, -9.81, 0.1, -9.81, 0.7
