time,fmu.h,fmu.v
0.001, 1.000000, -0.009810
0.002, 0.999990, -0.019620
0.003, 0.999971, -0.029430
0.004, 0.999941, -0.039240
0.005, 0.999902, -0.049050
0.006, 0.999853, -0.058860
0.007, 0.999794, -0.068670
0.008, 0.999725, -0.078480
0.009, 0.999647, -0.088290
0.01, 0.999559, -0.098100
0.011, 0.999460, -0.107910
0.012, 0.999353, -0.117720
0.013, 0.999235, -0.127530
0.014, 0.999107, -0.137340
0.015, 0.998970, -0.147150
0.016, 0.998823, -0.156960
0.017, 0.998666, -0.166770
0.018, 0.998499, -0.176580
0.019, 0.998322, -0.186390
0.02, 0.998136, -0.196200
0.021, 0.997940, -0.206010
0.022, 0.997734, -0.215820
0.023, 0.997518, -0.225630
0.024, 0.997292, -0.235440
0.025, 0.997057, -0.245250
0.026, 0.996812, -0.255060
0.027, 0.996557, -0.264870
0.028, 0.996292, -0.274680
0.029, 0.996017, -0.284490
0.03, 0.995733, -0.294300
0.031, 0.995438, -0.304110
0.032, 0.995134, -0.313920
0.033, 0.994820, -0.323730
0.034, 0.994497, -0.333540
0.035, 0.994163, -0.343350
0.036, 0.993820, -0.353160
0.037, 0.993467, -0.362970
0.038, 0.993104, -0.372780
0.039, 0.992731, -0.382590
0.04, 0.992348, -0.392400
0.041, 0.991956, -0.402210
0.042, 0.991554, -0.412020
0.043, 0.991142, -0.421830
0.044, 0.990720, -0.431640
0.045, 0.990288, -0.441450
0.046, 0.989847, -0.451260
0.047, 0.989395, -0.461070
0.048, 0.988934, -0.470880
0.049, 0.988463, -0.480690
0.05, 0.987983, -0.490500
0.051, 0.987492, -0.500310
0.052, 0.986992, -0.510120
0.053, 0.986482, -0.519930
0.054, 0.985962, -0.529740
0.055, 0.985432, -0.539550
0.056, 0.984893, -0.549360
0.057, 0.984343, -0.559170
0.058, 0.983784, -0.568980
0.059, 0.983215, -0.578790
0.06, 0.982636, -0.588600
0.061, 0.982048, -0.598410
0.062, 0.981449, -0.608220
0.063, 0.980841, -0.618030
0.064, 0.980223, -0.627840
0.065, 0.979595, -0.637650
0.066, 0.978958, -0.647460
0.067, 0.978310, -0.657270
0.068, 0.977653, -0.667080
0.069, 0.976986, -0.676890
0.07, 0.976309, -0.686700
0.071, 0.975622, -0.696510
0.072, 0.974926, -0.706320
0.073, 0.974219, -0.716130
0.074, 0.973503, -0.725940
0.075, 0.972777, -0.735750
0.076, 0.972042, -0.745560
0.077, 0.971296, -0.755370
0.078, 0.970541, -0.765180
0.079, 0.969775, -0.774990
0.08, 0.969000, -0.784800
0.081, 0.968216, -0.794610
0.082, 0.967421, -0.804420
0.083, 0.966617, -0.814230
0.084, 0.965802, -0.824040
0.085, 0.964978, -0.833850
0.086, 0.964144, -0.843660
0.087, 0.963301, -0.853470
0.088, 0.962447, -0.863280
0.089, 0.961584, -0.873090
0.09, 0.960711, -0.882900
0.091, 0.959828, -0.892710
0.092, 0.958935, -0.902520
0.093, 0.958033, -0.912330
0.094, 0.957120, -0.922140
0.095, 0.956198, -0.931950
0.096, 0.955266, -0.941760
0.097, 0.954325, -0.951570
0.098, 0.953373, -0.961380
0.099, 0.952412, -0.971190
0.1, 0.951441, -0.981000
0.101, 0.950460, -0.990810
0.102, 0.949469, -1.000620
0.103, 0.948468, -1.010430
0.104, 0.947458, -1.020240
0.105, 0.946437, -1.030050
0.106, 0.945407, -1.039860
0.107, 0.944367, -1.049670
0.108, 0.943318, -1.059480
0.109, 0.942258, -1.069290
0.11, 0.941189, -1.079100
0.111, 0.940110, -1.088910
0.112, 0.939021, -1.098720
0.113, 0.937922, -1.108530
0.114, 0.936814, -1.118340
0.115, 0.935695, -1.128150
0.116, 0.934567, -1.137960
0.117, 0.933429, -1.147770
0.118, 0.932282, -1.157580
0.119, 0.931124, -1.167390
0.12, 0.929957, -1.177200
0.121, 0.928779, -1.187010
0.122, 0.927592, -1.196820
0.123, 0.926396, -1.206630
0.124, 0.925189, -1.216440
0.125, 0.923973, -1.226250
0.126, 0.922746, -1.236060
0.127, 0.921510, -1.245870
0.128, 0.920264, -1.255680
0.129, 0.919009, -1.265490
0.13, 0.917743, -1.275300
0.131, 0.916468, -1.285110
0.132, 0.915183, -1.294920
0.133, 0.913888, -1.304730
0.134, 0.912583, -1.314540
0.135, 0.911269, -1.324350
0.136, 0.909944, -1.334160
0.137, 0.908610, -1.343970
0.138, 0.907266, -1.353780
0.139, 0.905912, -1.363590
0.14, 0.904549, -1.373400
0.141, 0.903175, -1.383210
0.142, 0.901792, -1.393020
0.143, 0.900399, -1.402830
0.144, 0.898996, -1.412640
0.145, 0.897584, -1.422450
0.146, 0.896161, -1.432260
0.147, 0.894729, -1.442070
0.148, 0.893287, -1.451880
0.149, 0.891835, -1.461690
0.15, 0.890373, -1.471500
0.151, 0.888902, -1.481310
0.152, 0.887420, -1.491120
0.153, 0.885929, -1.500930
0.154, 0.884428, -1.510740
0.155, 0.882918, -1.520550
0.156, 0.881397, -1.530360
0.157, 0.879867, -1.540170
0.158, 0.878327, -1.549980
0.159, 0.876777, -1.559790
0.16, 0.875217, -1.569600
0.161, 0.873647, -1.579410
0.162, 0.872068, -1.589220
0.163, 0.870479, -1.599030
0.164, 0.868880, -1.608840
0.165, 0.867271, -1.618650
0.166, 0.865652, -1.628460
0.167, 0.864024, -1.638270
0.168, 0.862385, -1.648080
0.169, 0.860737, -1.657890
0.17, 0.859079, -1.667700
0.171, 0.857412, -1.677510
0.172, 0.855734, -1.687320
0.173, 0.854047, -1.697130
0.174, 0.852350, -1.706940
0.175, 0.850643, -1.716750
0.176, 0.848926, -1.726560
0.177, 0.847199, -1.736370
0.178, 0.845463, -1.746180
0.179, 0.843717, -1.755990
0.18, 0.841961, -1.765800
0.181, 0.840195, -1.775610
0.182, 0.838419, -1.785420
0.183, 0.836634, -1.795230
0.184, 0.834839, -1.805040
0.185, 0.833034, -1.814850
0.186, 0.831219, -1.824660
0.187, 0.829394, -1.834470
0.188, 0.827560, -1.844280
0.189, 0.825716, -1.854090
0.19, 0.823861, -1.863900
0.191, 0.821998, -1.873710
0.192, 0.820124, -1.883520
0.193, 0.818240, -1.893330
0.194, 0.816347, -1.903140
0.195, 0.814444, -1.912950
0.196, 0.812531, -1.922760
0.197, 0.810608, -1.932570
0.198, 0.808676, -1.942380
0.199, 0.806733, -1.952190
0.2, 0.804781, -1.962000
0.201, 0.802819, -1.971810
0.202, 0.800847, -1.981620
0.203, 0.798866, -1.991430
0.204, 0.796874, -2.001240
0.205, 0.794873, -2.011050
0.206, 0.792862, -2.020860
0.207, 0.790841, -2.030670
0.208, 0.788810, -2.040480
0.209, 0.786770, -2.050290
0.21, 0.784720, -2.060100
0.211, 0.782659, -2.069910
0.212, 0.780590, -2.079720
0.213, 0.778510, -2.089530
0.214, 0.776420, -2.099340
0.215, 0.774321, -2.109150
0.216, 0.772212, -2.118960
0.217, 0.770093, -2.128770
0.218, 0.767964, -2.138580
0.219, 0.765825, -2.148390
0.22, 0.763677, -2.158200
0.221, 0.761519, -2.168010
0.222, 0.759351, -2.177820
0.223, 0.757173, -2.187630
0.224, 0.754985, -2.197440
0.225, 0.752788, -2.207250
0.226, 0.750581, -2.217060
0.227, 0.748364, -2.226870
0.228, 0.746137, -2.236680
0.229, 0.743900, -2.246490
0.23, 0.741654, -2.256300
0.231, 0.739397, -2.266110
0.232, 0.737131, -2.275920
0.233, 0.734855, -2.285730
0.234, 0.732570, -2.295540
0.235, 0.730274, -2.305350
0.236, 0.727969, -2.315160
0.237, 0.725654, -2.324970
0.238, 0.723329, -2.334780
0.239, 0.720994, -2.344590
0.24, 0.718649, -2.354400
0.241, 0.716295, -2.364210
0.242, 0.713931, -2.374020
0.243, 0.711557, -2.383830
0.244, 0.709173, -2.393640
0.245, 0.706779, -2.403450
0.246, 0.704376, -2.413260
0.247, 0.701962, -2.423070
0.248, 0.699539, -2.432880
0.249, 0.697106, -2.442690
0.25, 0.694664, -2.452500
0.251, 0.692211, -2.462310
0.252, 0.689749, -2.472120
0.253, 0.687277, -2.481930
0.254, 0.684795, -2.491740
0.255, 0.682303, -2.501550
0.256, 0.679802, -2.511360
0.257, 0.677290, -2.521170
0.258, 0.674769, -2.530980
0.259, 0.672238, -2.540790
0.26, 0.669697, -2.550600
0.261, 0.667147, -2.560410
0.262, 0.664586, -2.570220
0.263, 0.662016, -2.580030
0.264, 0.659436, -2.589840
0.265, 0.656846, -2.599650
0.266, 0.654247, -2.609460
0.267, 0.651637, -2.619270
0.268, 0.649018, -2.629080
0.269, 0.646389, -2.638890
0.27, 0.643750, -2.648700
0.271, 0.641101, -2.658510
0.272, 0.638443, -2.668320
0.273, 0.635774, -2.678130
0.274, 0.633096, -2.687940
0.275, 0.630408, -2.697750
0.276, 0.627711, -2.707560
0.277, 0.625003, -2.717370
0.278, 0.622286, -2.727180
0.279, 0.619558, -2.736990
0.28, 0.616821, -2.746800
0.281, 0.614075, -2.756610
0.282, 0.611318, -2.766420
0.283, 0.608552, -2.776230
0.284, 0.605775, -2.786040
0.285, 0.602989, -2.795850
0.286, 0.600193, -2.805660
0.287, 0.597388, -2.815470
0.288, 0.594572, -2.825280
0.289, 0.591747, -2.835090
0.29, 0.588912, -2.844900
0.291, 0.586067, -2.854710
0.292, 0.583212, -2.864520
0.293, 0.580348, -2.874330
0.294, 0.577473, -2.884140
0.295, 0.574589, -2.893950
0.296, 0.571695, -2.903760
0.297, 0.568792, -2.913570
0.298, 0.565878, -2.923380
0.299, 0.562955, -2.933190
0.3, 0.560021, -2.943000
0.301, 0.557078, -2.952810
0.302, 0.554126, -2.962620
0.303, 0.551163, -2.972430
0.304, 0.548191, -2.982240
0.305, 0.545208, -2.992050
0.306, 0.542216, -3.001860
0.307, 0.539214, -3.011670
0.308, 0.536203, -3.021480
0.309, 0.533181, -3.031290
0.31, 0.530150, -3.041100
0.311, 0.527109, -3.050910
0.312, 0.524058, -3.060720
0.313, 0.520997, -3.070530
0.314, 0.517927, -3.080340
0.315, 0.514846, -3.090150
0.316, 0.511756, -3.099960
0.317, 0.508656, -3.109770
0.318, 0.505547, -3.119580
0.319, 0.502427, -3.129390
0.32, 0.499298, -3.139200
0.321, 0.496158, -3.149010
0.322, 0.493009, -3.158820
0.323, 0.489851, -3.168630
0.324, 0.486682, -3.178440
0.325, 0.483503, -3.188250
0.326, 0.480315, -3.198060
0.327, 0.477117, -3.207870
0.328, 0.473909, -3.217680
0.329, 0.470692, -3.227490
0.33, 0.467464, -3.237300
0.331, 0.464227, -3.247110
0.332, 0.460980, -3.256920
0.333, 0.457723, -3.266730
0.334, 0.454456, -3.276540
0.335, 0.451180, -3.286350
0.336, 0.447893, -3.296160
0.337, 0.444597, -3.305970
0.338, 0.441291, -3.315780
0.339, 0.437975, -3.325590
0.34, 0.434650, -3.335400
0.341, 0.431314, -3.345210
0.342, 0.427969, -3.355020
0.343, 0.424614, -3.364830
0.344, 0.421249, -3.374640
0.345, 0.417875, -3.384450
0.346, 0.414490, -3.394260
0.347, 0.411096, -3.404070
0.348, 0.407692, -3.413880
0.349, 0.404278, -3.423690
0.35, 0.400854, -3.433500
0.351, 0.397421, -3.443310
0.352, 0.393977, -3.453120
0.353, 0.390524, -3.462930
0.354, 0.387061, -3.472740
0.355, 0.383589, -3.482550
0.356, 0.380106, -3.492360
0.357, 0.376614, -3.502170
0.358, 0.373112, -3.511980
0.359, 0.369600, -3.521790
0.36, 0.366078, -3.531600
0.361, 0.362546, -3.541410
0.362, 0.359005, -3.551220
0.363, 0.355454, -3.561030
0.364, 0.351893, -3.570840
0.365, 0.348322, -3.580650
0.366, 0.344741, -3.590460
0.367, 0.341151, -3.600270
0.368, 0.337550, -3.610080
0.369, 0.333940, -3.619890
0.37, 0.330320, -3.629700
0.371, 0.326691, -3.639510
0.372, 0.323051, -3.649320
0.373, 0.319402, -3.659130
0.374, 0.315743, -3.668940
0.375, 0.312074, -3.678750
0.376, 0.308395, -3.688560
0.377, 0.304706, -3.698370
0.378, 0.301008, -3.708180
0.379, 0.297300, -3.717990
0.38, 0.293582, -3.727800
0.381, 0.289854, -3.737610
0.382, 0.286116, -3.747420
0.383, 0.282369, -3.757230
0.384, 0.278612, -3.767040
0.385, 0.274845, -3.776850
0.386, 0.271068, -3.786660
0.387, 0.267281, -3.796470
0.388, 0.263485, -3.806280
0.389, 0.259679, -3.816090
0.39, 0.255862, -3.825900
0.391, 0.252037, -3.835710
0.392, 0.248201, -3.845520
0.393, 0.244355, -3.855330
0.394, 0.240500, -3.865140
0.395, 0.236635, -3.874950
0.396, 0.232760, -3.884760
0.397, 0.228875, -3.894570
0.398, 0.224981, -3.904380
0.399, 0.221076, -3.914190
0.4, 0.217162, -3.924000
0.401, 0.213238, -3.933810
0.402, 0.209304, -3.943620
0.403, 0.205361, -3.953430
0.404, 0.201407, -3.963240
0.405, 0.197444, -3.973050
0.406, 0.193471, -3.982860
0.407, 0.189488, -3.992670
0.408, 0.185495, -4.002480
0.409, 0.181493, -4.012290
0.41, 0.177481, -4.022100
0.411, 0.173458, -4.031910
0.412, 0.169427, -4.041720
0.413, 0.165385, -4.051530
0.414, 0.161333, -4.061340
0.415, 0.157272, -4.071150
0.416, 0.153201, -4.080960
0.417, 0.149120, -4.090770
0.418, 0.145029, -4.100580
0.419, 0.140928, -4.110390
0.42, 0.136818, -4.120200
0.421, 0.132698, -4.130010
0.422, 0.128568, -4.139820
0.423, 0.124428, -4.149630
0.424, 0.120278, -4.159440
0.425, 0.116119, -4.169250
0.426, 0.111950, -4.179060
0.427, 0.107771, -4.188870
0.428, 0.103582, -4.198680
0.429, 0.099383, -4.208490
0.43, 0.095175, -4.218300
0.431, 0.090956, -4.228110
0.432, 0.086728, -4.237920
0.433, 0.082490, -4.247730
0.434, 0.078243, -4.257540
0.435, 0.073985, -4.267350
0.436, 0.069718, -4.277160
0.437, 0.065441, -4.286970
0.438, 0.061154, -4.296780
0.439, 0.056857, -4.306590
0.44, 0.052550, -4.316400
0.441, 0.048234, -4.326210
0.442, 0.043908, -4.336020
0.443, 0.039572, -4.345830
0.444, 0.035226, -4.355640
0.445, 0.030870, -4.365450
0.446, 0.026505, -4.375260
0.447, 0.022129, -4.385070
0.448, 0.017744, -4.394880
0.449, 0.013349, -4.404690
0.45, 0.008945, -4.414500
0.451, 0.004530, -4.424310
0.452, 0.000106, -4.434120
0.453, 0.000000, 3.110751
0.454, 0.003111, 3.100941
0.455, 0.006212, 3.091131
0.456, 0.009303, 3.081321
0.457, 0.012384, 3.071511
0.458, 0.015456, 3.061701
0.459, 0.018517, 3.051891
0.46, 0.021569, 3.042081
0.461, 0.024611, 3.032271
0.462, 0.027644, 3.022461
0.463, 0.030666, 3.012651
0.464, 0.033679, 3.002841
0.465, 0.036682, 2.993031
0.466, 0.039675, 2.983221
0.467, 0.042658, 2.973411
0.468, 0.045631, 2.963601
0.469, 0.048595, 2.953791
0.47, 0.051549, 2.943981
0.471, 0.054493, 2.934171
0.472, 0.057427, 2.924361
0.473, 0.060351, 2.914551
0.474, 0.063266, 2.904741
0.475, 0.066170, 2.894931
0.476, 0.069065, 2.885121
0.477, 0.071950, 2.875311
0.478, 0.074826, 2.865501
0.479, 0.077691, 2.855691
0.48, 0.080547, 2.845881
0.481, 0.083393, 2.836071
0.482, 0.086229, 2.826261
0.483, 0.089055, 2.816451
0.484, 0.091872, 2.806641
0.485, 0.094678, 2.796831
0.486, 0.097475, 2.787021
0.487, 0.100262, 2.777211
0.488, 0.103039, 2.767401
0.489, 0.105807, 2.757591
0.49, 0.108564, 2.747781
0.491, 0.111312, 2.737971
0.492, 0.114050, 2.728161
0.493, 0.116778, 2.718351
0.494, 0.119497, 2.708541
0.495, 0.122205, 2.698731
0.496, 0.124904, 2.688921
0.497, 0.127593, 2.679111
0.498, 0.130272, 2.669301
0.499, 0.132941, 2.659491
0.5, 0.135601, 2.649681
0.501, 0.138250, 2.639871
0.502, 0.140890, 2.630061
0.503, 0.143520, 2.620251
0.504, 0.146141, 2.610441
0.505, 0.148751, 2.600631
0.506, 0.151352, 2.590821
0.507, 0.153942, 2.581011
0.508, 0.156523, 2.571201
0.509, 0.159095, 2.561391
0.51, 0.161656, 2.551581
0.511, 0.164208, 2.541771
0.512, 0.166749, 2.531961
0.513, 0.169281, 2.522151
0.514, 0.171804, 2.512341
0.515, 0.174316, 2.502531
0.516, 0.176818, 2.492721
0.517, 0.179311, 2.482911
0.518, 0.181794, 2.473101
0.519, 0.184267, 2.463291
0.52, 0.186730, 2.453481
0.521, 0.189184, 2.443671
0.522, 0.191628, 2.433861
0.523, 0.194061, 2.424051
0.524, 0.196485, 2.414241
0.525, 0.198900, 2.404431
0.526, 0.201304, 2.394621
0.527, 0.203699, 2.384811
0.528, 0.206084, 2.375001
0.529, 0.208459, 2.365191
0.53, 0.210824, 2.355381
0.531, 0.213179, 2.345571
0.532, 0.215525, 2.335761
0.533, 0.217860, 2.325951
0.534, 0.220186, 2.316141
0.535, 0.222503, 2.306331
0.536, 0.224809, 2.296521
0.537, 0.227105, 2.286711
0.538, 0.229392, 2.276901
0.539, 0.231669, 2.267091
0.54, 0.233936, 2.257281
0.541, 0.236193, 2.247471
0.542, 0.238441, 2.237661
0.543, 0.240679, 2.227851
0.544, 0.242906, 2.218041
0.545, 0.245124, 2.208231
0.546, 0.247333, 2.198421
0.547, 0.249531, 2.188611
0.548, 0.251720, 2.178801
0.549, 0.253898, 2.168991
0.55, 0.256067, 2.159181
0.551, 0.258227, 2.149371
0.552, 0.260376, 2.139561
0.553, 0.262516, 2.129751
0.554, 0.264645, 2.119941
0.555, 0.266765, 2.110131
0.556, 0.268875, 2.100321
0.557, 0.270976, 2.090511
0.558, 0.273066, 2.080701
0.559, 0.275147, 2.070891
0.56, 0.277218, 2.061081
0.561, 0.279279, 2.051271
0.562, 0.281330, 2.041461
0.563, 0.283372, 2.031651
0.564, 0.285403, 2.021841
0.565, 0.287425, 2.012031
0.566, 0.289437, 2.002221
0.567, 0.291439, 1.992411
0.568, 0.293432, 1.982601
0.569, 0.295414, 1.972791
0.57, 0.297387, 1.962981
0.571, 0.299350, 1.953171
0.572, 0.301303, 1.943361
0.573, 0.303247, 1.933551
0.574, 0.305180, 1.923741
0.575, 0.307104, 1.913931
0.576, 0.309018, 1.904121
0.577, 0.310922, 1.894311
0.578, 0.312816, 1.884501
0.579, 0.314701, 1.874691
0.58, 0.316576, 1.864881
0.581, 0.318440, 1.855071
0.582, 0.320296, 1.845261
0.583, 0.322141, 1.835451
0.584, 0.323976, 1.825641
0.585, 0.325802, 1.815831
0.586, 0.327618, 1.806021
0.587, 0.329424, 1.796211
0.588, 0.331220, 1.786401
0.589, 0.333006, 1.776591
0.59, 0.334783, 1.766781
0.591, 0.336550, 1.756971
0.592, 0.338307, 1.747161
0.593, 0.340054, 1.737351
0.594, 0.341791, 1.727541
0.595, 0.343519, 1.717731
0.596, 0.345236, 1.707921
0.597, 0.346944, 1.698111
0.598, 0.348642, 1.688301
0.599, 0.350331, 1.678491
0.6, 0.352009, 1.668681
0.601, 0.353678, 1.658871
0.602, 0.355337, 1.649061
0.603, 0.356986, 1.639251
0.604, 0.358625, 1.629441
0.605, 0.360255, 1.619631
0.606, 0.361874, 1.609821
0.607, 0.363484, 1.600011
0.608, 0.365084, 1.590201
0.609, 0.366674, 1.580391
0.61, 0.368255, 1.570581
0.611, 0.369825, 1.560771
0.612, 0.371386, 1.550961
0.613, 0.372937, 1.541151
0.614, 0.374478, 1.531341
0.615, 0.376009, 1.521531
0.616, 0.377531, 1.511721
0.617, 0.379043, 1.501911
0.618, 0.380545, 1.492101
0.619, 0.382037, 1.482291
0.62, 0.383519, 1.472481
0.621, 0.384991, 1.462671
0.622, 0.386454, 1.452861
0.623, 0.387907, 1.443051
0.624, 0.389350, 1.433241
0.625, 0.390783, 1.423431
0.626, 0.392207, 1.413621
0.627, 0.393620, 1.403811
0.628, 0.395024, 1.394001
0.629, 0.396418, 1.384191
0.63, 0.397802, 1.374381
0.631, 0.399177, 1.364571
0.632, 0.400541, 1.354761
0.633, 0.401896, 1.344951
0.634, 0.403241, 1.335141
0.635, 0.404576, 1.325331
0.636, 0.405902, 1.315521
0.637, 0.407217, 1.305711
0.638, 0.408523, 1.295901
0.639, 0.409819, 1.286091
0.64, 0.411105, 1.276281
0.641, 0.412381, 1.266471
0.642, 0.413647, 1.256661
0.643, 0.414904, 1.246851
0.644, 0.416151, 1.237041
0.645, 0.417388, 1.227231
0.646, 0.418615, 1.217421
0.647, 0.419833, 1.207611
0.648, 0.421040, 1.197801
0.649, 0.422238, 1.187991
0.65, 0.423426, 1.178181
0.651, 0.424604, 1.168371
0.652, 0.425773, 1.158561
0.653, 0.426931, 1.148751
0.654, 0.428080, 1.138941
0.655, 0.429219, 1.129131
0.656, 0.430348, 1.119321
0.657, 0.431467, 1.109511
0.658, 0.432577, 1.099701
0.659, 0.433677, 1.089891
0.66, 0.434766, 1.080081
0.661, 0.435847, 1.070271
0.662, 0.436917, 1.060461
0.663, 0.437977, 1.050651
0.664, 0.439028, 1.040841
0.665, 0.440069, 1.031031
0.666, 0.441100, 1.021221
0.667, 0.442121, 1.011411
0.668, 0.443132, 1.001601
0.669, 0.444134, 0.991791
0.67, 0.445126, 0.981981
0.671, 0.446108, 0.972171
0.672, 0.447080, 0.962361
0.673, 0.448042, 0.952551
0.674, 0.448995, 0.942741
0.675, 0.449938, 0.932931
0.676, 0.450871, 0.923121
0.677, 0.451794, 0.913311
0.678, 0.452707, 0.903501
0.679, 0.453610, 0.893691
0.68, 0.454504, 0.883881
0.681, 0.455388, 0.874071
0.682, 0.456262, 0.864261
0.683, 0.457126, 0.854451
0.684, 0.457981, 0.844641
0.685, 0.458825, 0.834831
0.686, 0.459660, 0.825021
0.687, 0.460485, 0.815211
0.688, 0.461301, 0.805401
0.689, 0.462106, 0.795591
0.69, 0.462902, 0.785781
0.691, 0.463687, 0.775971
0.692, 0.464463, 0.766161
0.693, 0.465229, 0.756351
0.694, 0.465986, 0.746541
0.695, 0.466732, 0.736731
0.696, 0.467469, 0.726921
0.697, 0.468196, 0.717111
0.698, 0.468913, 0.707301
0.699, 0.469620, 0.697491
0.7, 0.470318, 0.687681
0.701, 0.471006, 0.677871
0.702, 0.471683, 0.668061
0.703, 0.472351, 0.658251
0.704, 0.473010, 0.648441
0.705, 0.473658, 0.638631
0.706, 0.474297, 0.628821
0.707, 0.474926, 0.619011
0.708, 0.475545, 0.609201
0.709, 0.476154, 0.599391
0.71, 0.476753, 0.589581
0.711, 0.477343, 0.579771
0.712, 0.477923, 0.569961
0.713, 0.478493, 0.560151
0.714, 0.479053, 0.550341
0.715, 0.479603, 0.540531
0.716, 0.480144, 0.530721
0.717, 0.480674, 0.520911
0.718, 0.481195, 0.511101
0.719, 0.481706, 0.501291
0.72, 0.482208, 0.491481
0.721, 0.482699, 0.481671
0.722, 0.483181, 0.471861
0.723, 0.483653, 0.462051
0.724, 0.484115, 0.452241
0.725, 0.484567, 0.442431
0.726, 0.485009, 0.432621
0.727, 0.485442, 0.422811
0.728, 0.485865, 0.413001
0.729, 0.486278, 0.403191
0.73, 0.486681, 0.393381
0.731, 0.487074, 0.383571
0.732, 0.487458, 0.373761
0.733, 0.487832, 0.363951
0.734, 0.488196, 0.354141
0.735, 0.488550, 0.344331
0.736, 0.488894, 0.334521
0.737, 0.489229, 0.324711
0.738, 0.489553, 0.314901
0.739, 0.489868, 0.305091
0.74, 0.490173, 0.295281
0.741, 0.490469, 0.285471
0.742, 0.490754, 0.275661
0.743, 0.491030, 0.265851
0.744, 0.491296, 0.256041
0.745, 0.491552, 0.246231
0.746, 0.491798, 0.236421
0.747, 0.492034, 0.226611
0.748, 0.492261, 0.216801
0.749, 0.492478, 0.206991
0.75, 0.492685, 0.197181
0.751, 0.492882, 0.187371
0.752, 0.493069, 0.177561
0.753, 0.493247, 0.167751
0.754, 0.493415, 0.157941
0.755, 0.493572, 0.148131
0.756, 0.493721, 0.138321
0.757, 0.493859, 0.128511
0.758, 0.493987, 0.118701
0.759, 0.494106, 0.108891
0.76, 0.494215, 0.099081
0.761, 0.494314, 0.089271
0.762, 0.494403, 0.079461
0.763, 0.494483, 0.069651
0.764, 0.494553, 0.059841
0.765, 0.494612, 0.050031
0.766, 0.494662, 0.040221
0.767, 0.494703, 0.030411
0.768, 0.494733, 0.020601
0.769, 0.494754, 0.010791
0.77, 0.494764, 0.000981
0.771, 0.494765, -0.008829
0.772, 0.494757, -0.018639
0.773, 0.494738, -0.028449
0.774, 0.494709, -0.038259
0.775, 0.494671, -0.048069
0.776, 0.494623, -0.057879
0.777, 0.494565, -0.067689
0.778, 0.494498, -0.077499
0.779, 0.494420, -0.087309
0.78, 0.494333, -0.097119
0.781, 0.494236, -0.106929
0.782, 0.494129, -0.116739
0.783, 0.494012, -0.126549
0.784, 0.493885, -0.136359
0.785, 0.493749, -0.146169
0.786, 0.493603, -0.155979
0.787, 0.493447, -0.165789
0.788, 0.493281, -0.175599
0.789, 0.493106, -0.185409
0.79, 0.492920, -0.195219
0.791, 0.492725, -0.205029
0.792, 0.492520, -0.214839
0.793, 0.492305, -0.224649
0.794, 0.492080, -0.234459
0.795, 0.491846, -0.244269
0.796, 0.491602, -0.254079
0.797, 0.491348, -0.263889
0.798, 0.491084, -0.273699
0.799, 0.490810, -0.283509
0.8, 0.490526, -0.293319
0.801, 0.490233, -0.303129
0.802, 0.489930, -0.312939
0.803, 0.489617, -0.322749
0.804, 0.489294, -0.332559
0.805, 0.488962, -0.342369
0.806, 0.488619, -0.352179
0.807, 0.488267, -0.361989
0.808, 0.487905, -0.371799
0.809, 0.487533, -0.381609
0.81, 0.487152, -0.391419
0.811, 0.486760, -0.401229
0.812, 0.486359, -0.411039
0.813, 0.485948, -0.420849
0.814, 0.485527, -0.430659
0.815, 0.485097, -0.440469
0.816, 0.484656, -0.450279
0.817, 0.484206, -0.460089
0.818, 0.483746, -0.469899
0.819, 0.483276, -0.479709
0.82, 0.482796, -0.489519
0.821, 0.482307, -0.499329
0.822, 0.481807, -0.509139
0.823, 0.481298, -0.518949
0.824, 0.480779, -0.528759
0.825, 0.480251, -0.538569
0.826, 0.479712, -0.548379
0.827, 0.479164, -0.558189
0.828, 0.478605, -0.567999
0.829, 0.478037, -0.577809
0.83, 0.477460, -0.587619
0.831, 0.476872, -0.597429
0.832, 0.476275, -0.607239
0.833, 0.475667, -0.617049
0.834, 0.475050, -0.626859
0.835, 0.474423, -0.636669
0.836, 0.473787, -0.646479
0.837, 0.473140, -0.656289
0.838, 0.472484, -0.666099
0.839, 0.471818, -0.675909
0.84, 0.471142, -0.685719
0.841, 0.470456, -0.695529
0.842, 0.469761, -0.705339
0.843, 0.469055, -0.715149
0.844, 0.468340, -0.724959
0.845, 0.467615, -0.734769
0.846, 0.466880, -0.744579
0.847, 0.466136, -0.754389
0.848, 0.465381, -0.764199
0.849, 0.464617, -0.774009
0.85, 0.463843, -0.783819
0.851, 0.463059, -0.793629
0.852, 0.462266, -0.803439
0.853, 0.461462, -0.813249
0.854, 0.460649, -0.823059
0.855, 0.459826, -0.832869
0.856, 0.458993, -0.842679
0.857, 0.458151, -0.852489
0.858, 0.457298, -0.862299
0.859, 0.456436, -0.872109
0.86, 0.455564, -0.881919
0.861, 0.454682, -0.891729
0.862, 0.453790, -0.901539
0.863, 0.452888, -0.911349
0.864, 0.451977, -0.921159
0.865, 0.451056, -0.930969
0.866, 0.450125, -0.940779
0.867, 0.449184, -0.950589
0.868, 0.448234, -0.960399
0.869, 0.447273, -0.970209
0.87, 0.446303, -0.980019
0.871, 0.445323, -0.989829
0.872, 0.444333, -0.999639
0.873, 0.443334, -1.009449
0.874, 0.442324, -1.019259
