"time","model.root.$wallTime","model.root.fmu.$wallTime","system.fmu.time","system.fmu.x","system.fmu.der(x)","system.fmu.k"
4.992, 0.018564146, 0.001359208, 4.9, 0.00572641689702, -0.00572641689702, 1
4.993, 0.018567895, 0.001359478, 4.9, 0.00572641689702, -0.00572641689702, 1
4.994, 0.018573904, 0.00135974, 4.9, 0.00572641689702, -0.00572641689702, 1
4.995, 0.018577584, 0.001359999, 4.9, 0.00572641689702, -0.00572641689702, 1
4.996, 0.018581213, 0.001360258, 4.9, 0.00572641689702, -0.00572641689702, 1
4.997, 0.018584763, 0.001360518, 4.9, 0.00572641689702, -0.00572641689702, 1
4.998, 0.018588303, 0.001360778, 4.9, 0.00572641689702, -0.00572641689702, 1
4.999, 0.018592003, 0.001361038, 4.9, 0.00572641689702, -0.00572641689702, 1
5, 0.018595643, 0.001361408, 5, 0.00515377520732, -0.00515377520732, 1
5.001, 0.018599393, 0.001361708, 5, 0.00515377520732, -0.00515377520732, 1
5.002, 0.018603033, 0.001361968, 5, 0.00515377520732, -0.00515377520732, 1
5.003, 0.018606743, 0.001362218, 5, 0.00515377520732, -0.00515377520732, 1
5.004, 0.018610343, 0.001362458, 5, 0.00515377520732, -0.00515377520732, 1
5.005, 0.018613983, 0.001362719, 5, 0.00515377520732, -0.00515377520732, 1
5.006, 0.018617563, 0.00136299, 5, 0.00515377520732, -0.00515377520732, 1
5.007, 0.018621213, 0.001363241, 5, 0.00515377520732, -0.00515377520732, 1
5.008, 0.018624843, 0.001363489, 5, 0.00515377520732, -0.00515377520732, 1
5.009, 0.018628403, 0.001363739, 5, 0.00515377520732, -0.00515377520732, 1
5.01, 0.018632003, 0.001363998, 5, 0.00515377520732, -0.00515377520732, 1
5.011, 0.018635662, 0.001364258, 5, 0.00515377520732, -0.00515377520732, 1
5.012, 0.018639293, 0.001364509, 5, 0.00515377520732, -0.00515377520732, 1
5.013, 0.018642983, 0.001364766, 5, 0.00515377520732, -0.00515377520732, 1
5.014, 0.018646493, 0.001365007, 5, 0.00515377520732, -0.00515377520732, 1
5.015, 0.018650122, 0.001365266, 5, 0.00515377520732, -0.00515377520732, 1
5.016, 0.018653713, 0.001365515, 5, 0.00515377520732, -0.00515377520732, 1
5.017, 0.018657373, 0.001365775, 5, 0.00515377520732, -0.00515377520732, 1
5.018, 0.018660913, 0.001366045, 5, 0.00515377520732, -0.00515377520732, 1
5.019, 0.018664453, 0.001366305, 5, 0.00515377520732, -0.00515377520732, 1
5.02, 0.018668093, 0.001366555, 5, 0.00515377520732, -0.00515377520732, 1
5.021, 0.018671663, 0.001366815, 5, 0.00515377520732, -0.00515377520732, 1
5.022, 0.018675263, 0.001367075, 5, 0.00515377520732, -0.00515377520732, 1
5.023, 0.018678823, 0.001367345, 5, 0.00515377520732, -0.00515377520732, 1
5.024, 0.018682413, 0.001367625, 5, 0.00515377520732, -0.00515377520732, 1
5.025, 0.018685883, 0.001367886, 5, 0.00515377520732, -0.00515377520732, 1
5.026, 0.018689483, 0.001368145, 5, 0.00515377520732, -0.00515377520732, 1
5.027, 0.018692963, 0.001368406, 5, 0.00515377520732, -0.00515377520732, 1
5.028, 0.018696634, 0.001368666, 5, 0.00515377520732, -0.00515377520732, 1
5.029, 0.018700165, 0.001368925, 5, 0.00515377520732, -0.00515377520732, 1
5.03, 0.018703906, 0.001369176, 5, 0.00515377520732, -0.00515377520732, 1
5.031, 0.018707565, 0.001369433, 5, 0.00515377520732, -0.00515377520732, 1
5.032, 0.018711174, 0.001369682, 5, 0.00515377520732, -0.00515377520732, 1
5.033, 0.018714704, 0.001369943, 5, 0.00515377520732, -0.00515377520732, 1
5.034, 0.018718375, 0.001370195, 5, 0.00515377520732, -0.00515377520732, 1
5.035, 0.018721884, 0.001370454, 5, 0.00515377520732, -0.00515377520732, 1
5.036, 0.018725394, 0.001370704, 5, 0.00515377520732, -0.00515377520732, 1
5.037, 0.018728954, 0.001370952, 5, 0.00515377520732, -0.00515377520732, 1
5.038, 0.018732524, 0.001371211, 5, 0.00515377520732, -0.00515377520732, 1
5.039, 0.018736194, 0.001371471, 5, 0.00515377520732, -0.00515377520732, 1
5.04, 0.018739684, 0.001371731, 5, 0.00515377520732, -0.00515377520732, 1
5.041, 0.018743244, 0.001371991, 5, 0.00515377520732, -0.00515377520732, 1
5.042, 0.018746774, 0.001372251, 5, 0.00515377520732, -0.00515377520732, 1
5.043, 0.018750374, 0.001372521, 5, 0.00515377520732, -0.00515377520732, 1
5.044, 0.018753984, 0.001372761, 5, 0.00515377520732, -0.00515377520732, 1
5.045, 0.018757734, 0.001373021, 5, 0.00515377520732, -0.00515377520732, 1
5.046, 0.018761234, 0.001373281, 5, 0.00515377520732, -0.00515377520732, 1
5.047, 0.018764904, 0.00137355, 5, 0.00515377520732, -0.00515377520732, 1
5.048, 0.018768504, 0.001373819, 5, 0.00515377520732, -0.00515377520732, 1
5.049, 0.018775804, 0.001374068, 5, 0.00515377520732, -0.00515377520732, 1
5.05, 0.018779473, 0.001374329, 5, 0.00515377520732, -0.00515377520732, 1
5.051, 0.018783073, 0.00137458, 5, 0.00515377520732, -0.00515377520732, 1
5.052, 0.018786784, 0.001374831, 5, 0.00515377520732, -0.00515377520732, 1
5.053, 0.018790403, 0.001375099, 5, 0.00515377520732, -0.00515377520732, 1
5.054, 0.018793993, 0.001375371, 5, 0.00515377520732, -0.00515377520732, 1
5.055, 0.018797584, 0.001375639, 5, 0.00515377520732, -0.00515377520732, 1
5.056, 0.018801144, 0.001375909, 5, 0.00515377520732, -0.00515377520732, 1
5.057, 0.018804813, 0.001376179, 5, 0.00515377520732, -0.00515377520732, 1
5.058, 0.018808373, 0.00137643, 5, 0.00515377520732, -0.00515377520732, 1
5.059, 0.018811993, 0.00137669, 5, 0.00515377520732, -0.00515377520732, 1
5.06, 0.018815483, 0.00137694, 5, 0.00515377520732, -0.00515377520732, 1
5.061, 0.018819073, 0.00137719, 5, 0.00515377520732, -0.00515377520732, 1
5.062, 0.018822643, 0.00137745, 5, 0.00515377520732, -0.00515377520732, 1
5.063, 0.018826193, 0.00137769, 5, 0.00515377520732, -0.00515377520732, 1
5.064, 0.018829683, 0.00137794, 5, 0.00515377520732, -0.00515377520732, 1
5.065, 0.018833433, 0.00137821, 5, 0.00515377520732, -0.00515377520732, 1
5.066, 0.018836884, 0.001378479, 5, 0.00515377520732, -0.00515377520732, 1
5.067, 0.018840404, 0.001378738, 5, 0.00515377520732, -0.00515377520732, 1
5.068, 0.018843914, 0.001378985, 5, 0.00515377520732, -0.00515377520732, 1
5.069, 0.018847484, 0.001379245, 5, 0.00515377520732, -0.00515377520732, 1
5.07, 0.018850984, 0.001379507, 5, 0.00515377520732, -0.00515377520732, 1
5.071, 0.018854504, 0.001379776, 5, 0.00515377520732, -0.00515377520732, 1
5.072, 0.018858104, 0.001380047, 5, 0.00515377520732, -0.00515377520732, 1
5.073, 0.018861704, 0.001380306, 5, 0.00515377520732, -0.00515377520732, 1
5.074, 0.018865245, 0.001380564, 5, 0.00515377520732, -0.00515377520732, 1
5.075, 0.018868725, 0.001380825, 5, 0.00515377520732, -0.00515377520732, 1
5.076, 0.018872314, 0.001381074, 5, 0.00515377520732, -0.00515377520732, 1
5.077, 0.018875905, 0.001381332, 5, 0.00515377520732, -0.00515377520732, 1
5.078, 0.018879484, 0.001381602, 5, 0.00515377520732, -0.00515377520732, 1
5.079, 0.018883064, 0.001381863, 5, 0.00515377520732, -0.00515377520732, 1
5.08, 0.018886734, 0.001382123, 5, 0.00515377520732, -0.00515377520732, 1
5.081, 0.018890243, 0.001382392, 5, 0.00515377520732, -0.00515377520732, 1
5.082, 0.018893903, 0.001382642, 5, 0.00515377520732, -0.00515377520732, 1
5.083, 0.018897433, 0.001382902, 5, 0.00515377520732, -0.00515377520732, 1
5.084, 0.018901033, 0.001383172, 5, 0.00515377520732, -0.00515377520732, 1
5.085, 0.018904593, 0.001383432, 5, 0.00515377520732, -0.00515377520732, 1
5.086, 0.018908063, 0.001383682, 5, 0.00515377520732, -0.00515377520732, 1
5.087, 0.018911623, 0.001383942, 5, 0.00515377520732, -0.00515377520732, 1
5.088, 0.018915214, 0.001384182, 5, 0.00515377520732, -0.00515377520732, 1
5.089, 0.018918834, 0.00138445, 5, 0.00515377520732, -0.00515377520732, 1
5.09, 0.018922373, 0.00138471, 5, 0.00515377520732, -0.00515377520732, 1
5.091, 0.018926013, 0.00138496, 5, 0.00515377520732, -0.00515377520732, 1
5.092, 0.018929614, 0.00138522, 5, 0.00515377520732, -0.00515377520732, 1
5.093, 0.018933224, 0.001385478, 5, 0.00515377520732, -0.00515377520732, 1
5.094, 0.018936763, 0.001385719, 5, 0.00515377520732, -0.00515377520732, 1
5.095, 0.018940344, 0.001385968, 5, 0.00515377520732, -0.00515377520732, 1
5.096, 0.018943914, 0.001386218, 5, 0.00515377520732, -0.00515377520732, 1
5.097, 0.018947564, 0.001386467, 5, 0.00515377520732, -0.00515377520732, 1
5.098, 0.018951063, 0.001386736, 5, 0.00515377520732, -0.00515377520732, 1
5.099, 0.018954663, 0.001386997, 5, 0.00515377520732, -0.00515377520732, 1
5.1, 0.018958303, 0.001387377, 5.1, 0.00463839768659, -0.00463839768659, 1
5.101, 0.018961993, 0.001387647, 5.1, 0.00463839768659, -0.00463839768659, 1
5.102, 0.018965543, 0.001387897, 5.1, 0.00463839768659, -0.00463839768659, 1
5.103, 0.018971493, 0.001388157, 5.1, 0.00463839768659, -0.00463839768659, 1
5.104, 0.018975103, 0.001388407, 5.1, 0.00463839768659, -0.00463839768659, 1
5.105, 0.018978803, 0.001388667, 5.1, 0.00463839768659, -0.00463839768659, 1
5.106, 0.018982413, 0.001388927, 5.1, 0.00463839768659, -0.00463839768659, 1
5.107, 0.018986113, 0.001389197, 5.1, 0.00463839768659, -0.00463839768659, 1
5.108, 0.018989643, 0.001389465, 5.1, 0.00463839768659, -0.00463839768659, 1
5.109, 0.018993303, 0.001389727, 5.1, 0.00463839768659, -0.00463839768659, 1
5.11, 0.018996763, 0.001389974, 5.1, 0.00463839768659, -0.00463839768659, 1
5.111, 0.019000434, 0.001390225, 5.1, 0.00463839768659, -0.00463839768659, 1
5.112, 0.019003983, 0.001390487, 5.1, 0.00463839768659, -0.00463839768659, 1
5.113, 0.019007613, 0.001390746, 5.1, 0.00463839768659, -0.00463839768659, 1
5.114, 0.019011173, 0.001391026, 5.1, 0.00463839768659, -0.00463839768659, 1
5.115, 0.019014693, 0.001391296, 5.1, 0.00463839768659, -0.00463839768659, 1
5.116, 0.019018314, 0.001391555, 5.1, 0.00463839768659, -0.00463839768659, 1
5.117, 0.019021863, 0.001391824, 5.1, 0.00463839768659, -0.00463839768659, 1
5.118, 0.019025453, 0.001392095, 5.1, 0.00463839768659, -0.00463839768659, 1
5.119, 0.019029042, 0.001392356, 5.1, 0.00463839768659, -0.00463839768659, 1
5.12, 0.019032691, 0.001392616, 5.1, 0.00463839768659, -0.00463839768659, 1
5.121, 0.019036201, 0.001392877, 5.1, 0.00463839768659, -0.00463839768659, 1
5.122, 0.019039791, 0.001393137, 5.1, 0.00463839768659, -0.00463839768659, 1
5.123, 0.019043301, 0.001393407, 5.1, 0.00463839768659, -0.00463839768659, 1
5.124, 0.019046911, 0.001393667, 5.1, 0.00463839768659, -0.00463839768659, 1
5.125, 0.019062371, 0.001393997, 5.1, 0.00463839768659, -0.00463839768659, 1
5.126, 0.019067431, 0.001394367, 5.1, 0.00463839768659, -0.00463839768659, 1
5.127, 0.019072441, 0.001394748, 5.1, 0.00463839768659, -0.00463839768659, 1
5.128, 0.019077321, 0.001395129, 5.1, 0.00463839768659, -0.00463839768659, 1
5.129, 0.019082112, 0.001395498, 5.1, 0.00463839768659, -0.00463839768659, 1
5.13, 0.019086941, 0.001395888, 5.1, 0.00463839768659, -0.00463839768659, 1
5.131, 0.019091792, 0.00139626, 5.1, 0.00463839768659, -0.00463839768659, 1
5.132, 0.019096472, 0.001396621, 5.1, 0.00463839768659, -0.00463839768659, 1
5.133, 0.019101183, 0.001396992, 5.1, 0.00463839768659, -0.00463839768659, 1
5.134, 0.019105893, 0.001397353, 5.1, 0.00463839768659, -0.00463839768659, 1
5.135, 0.019110573, 0.001397703, 5.1, 0.00463839768659, -0.00463839768659, 1
5.136, 0.019115483, 0.001398083, 5.1, 0.00463839768659, -0.00463839768659, 1
5.137, 0.019120223, 0.001398473, 5.1, 0.00463839768659, -0.00463839768659, 1
5.138, 0.019125063, 0.001398843, 5.1, 0.00463839768659, -0.00463839768659, 1
5.139, 0.019129933, 0.001399223, 5.1, 0.00463839768659, -0.00463839768659, 1
5.14, 0.019134613, 0.001399573, 5.1, 0.00463839768659, -0.00463839768659, 1
5.141, 0.019139263, 0.001399953, 5.1, 0.00463839768659, -0.00463839768659, 1
5.142, 0.019143913, 0.001400353, 5.1, 0.00463839768659, -0.00463839768659, 1
5.143, 0.019148593, 0.001400724, 5.1, 0.00463839768659, -0.00463839768659, 1
5.144, 0.019153212, 0.001401076, 5.1, 0.00463839768659, -0.00463839768659, 1
5.145, 0.019157852, 0.001401456, 5.1, 0.00463839768659, -0.00463839768659, 1
5.146, 0.019162682, 0.001401824, 5.1, 0.00463839768659, -0.00463839768659, 1
5.147, 0.019167383, 0.001402184, 5.1, 0.00463839768659, -0.00463839768659, 1
5.148, 0.019172132, 0.001402575, 5.1, 0.00463839768659, -0.00463839768659, 1
5.149, 0.019177122, 0.001402975, 5.1, 0.00463839768659, -0.00463839768659, 1
5.15, 0.019181922, 0.001403355, 5.1, 0.00463839768659, -0.00463839768659, 1
5.151, 0.019186902, 0.001403726, 5.1, 0.00463839768659, -0.00463839768659, 1
5.152, 0.019191912, 0.001404116, 5.1, 0.00463839768659, -0.00463839768659, 1
5.153, 0.019196651, 0.001404496, 5.1, 0.00463839768659, -0.00463839768659, 1
5.154, 0.019201521, 0.001404866, 5.1, 0.00463839768659, -0.00463839768659, 1
5.155, 0.019206281, 0.001405246, 5.1, 0.00463839768659, -0.00463839768659, 1
5.156, 0.019210981, 0.001405646, 5.1, 0.00463839768659, -0.00463839768659, 1
5.157, 0.019219452, 0.001406025, 5.1, 0.00463839768659, -0.00463839768659, 1
5.158, 0.019224362, 0.001406456, 5.1, 0.00463839768659, -0.00463839768659, 1
5.159, 0.019229162, 0.001406826, 5.1, 0.00463839768659, -0.00463839768659, 1
5.16, 0.019233941, 0.001407197, 5.1, 0.00463839768659, -0.00463839768659, 1
5.161, 0.019238692, 0.001407576, 5.1, 0.00463839768659, -0.00463839768659, 1
5.162, 0.019243471, 0.001407966, 5.1, 0.00463839768659, -0.00463839768659, 1
5.163, 0.019248201, 0.001408348, 5.1, 0.00463839768659, -0.00463839768659, 1
5.164, 0.01925313, 0.001408719, 5.1, 0.00463839768659, -0.00463839768659, 1
5.165, 0.019258101, 0.001409089, 5.1, 0.00463839768659, -0.00463839768659, 1
5.166, 0.019263052, 0.001409479, 5.1, 0.00463839768659, -0.00463839768659, 1
5.167, 0.019267052, 0.001409849, 5.1, 0.00463839768659, -0.00463839768659, 1
5.168, 0.019270682, 0.001410099, 5.1, 0.00463839768659, -0.00463839768659, 1
5.169, 0.019274142, 0.001410349, 5.1, 0.00463839768659, -0.00463839768659, 1
5.17, 0.019277742, 0.001410599, 5.1, 0.00463839768659, -0.00463839768659, 1
5.171, 0.019281262, 0.001410859, 5.1, 0.00463839768659, -0.00463839768659, 1
5.172, 0.019284882, 0.001411119, 5.1, 0.00463839768659, -0.00463839768659, 1
5.173, 0.019288392, 0.001411379, 5.1, 0.00463839768659, -0.00463839768659, 1
5.174, 0.019292002, 0.001411639, 5.1, 0.00463839768659, -0.00463839768659, 1
5.175, 0.019295453, 0.001411909, 5.1, 0.00463839768659, -0.00463839768659, 1
5.176, 0.019299003, 0.001412148, 5.1, 0.00463839768659, -0.00463839768659, 1
5.177, 0.019302464, 0.001412398, 5.1, 0.00463839768659, -0.00463839768659, 1
5.178, 0.019306264, 0.001412657, 5.1, 0.00463839768659, -0.00463839768659, 1
5.179, 0.019309824, 0.001412926, 5.1, 0.00463839768659, -0.00463839768659, 1
5.18, 0.019313393, 0.001413175, 5.1, 0.00463839768659, -0.00463839768659, 1
5.181, 0.019317014, 0.001413437, 5.1, 0.00463839768659, -0.00463839768659, 1
5.182, 0.019320494, 0.001413689, 5.1, 0.00463839768659, -0.00463839768659, 1
5.183, 0.019324094, 0.001413938, 5.1, 0.00463839768659, -0.00463839768659, 1
5.184, 0.019327614, 0.001414187, 5.1, 0.00463839768659, -0.00463839768659, 1
5.185, 0.019331225, 0.001414437, 5.1, 0.00463839768659, -0.00463839768659, 1
5.186, 0.019334696, 0.001414695, 5.1, 0.00463839768659, -0.00463839768659, 1
5.187, 0.019338275, 0.001414964, 5.1, 0.00463839768659, -0.00463839768659, 1
5.188, 0.019341675, 0.001415225, 5.1, 0.00463839768659, -0.00463839768659, 1
5.189, 0.019345365, 0.001415495, 5.1, 0.00463839768659, -0.00463839768659, 1
5.19, 0.019348865, 0.001415745, 5.1, 0.00463839768659, -0.00463839768659, 1
5.191, 0.019352425, 0.001416015, 5.1, 0.00463839768659, -0.00463839768659, 1
5.192, 0.019355915, 0.001416275, 5.1, 0.00463839768659, -0.00463839768659, 1
5.193, 0.019359695, 0.001416545, 5.1, 0.00463839768659, -0.00463839768659, 1
5.194, 0.019363225, 0.001416795, 5.1, 0.00463839768659, -0.00463839768659, 1
5.195, 0.019366745, 0.001417055, 5.1, 0.00463839768659, -0.00463839768659, 1
5.196, 0.019370315, 0.001417293, 5.1, 0.00463839768659, -0.00463839768659, 1
5.197, 0.019373795, 0.001417543, 5.1, 0.00463839768659, -0.00463839768659, 1
5.198, 0.019377344, 0.001417812, 5.1, 0.00463839768659, -0.00463839768659, 1
5.199, 0.019380814, 0.001418069, 5.1, 0.00463839768659, -0.00463839768659, 1
5.2, 0.019384584, 0.001418447, 5.2, 0.00417455791793, -0.00417455791793, 1
5.201, 0.019388224, 0.001418706, 5.2, 0.00417455791793, -0.00417455791793, 1
5.202, 0.019391753, 0.001418966, 5.2, 0.00417455791793, -0.00417455791793, 1
5.203, 0.019395184, 0.001419226, 5.2, 0.00417455791793, -0.00417455791793, 1
5.204, 0.019398834, 0.001419474, 5.2, 0.00417455791793, -0.00417455791793, 1
5.205, 0.019402344, 0.001419723, 5.2, 0.00417455791793, -0.00417455791793, 1
5.206, 0.019406005, 0.001419985, 5.2, 0.00417455791793, -0.00417455791793, 1
5.207, 0.019409525, 0.001420255, 5.2, 0.00417455791793, -0.00417455791793, 1
5.208, 0.019413096, 0.001420524, 5.2, 0.00417455791793, -0.00417455791793, 1
5.209, 0.019416597, 0.001420784, 5.2, 0.00417455791793, -0.00417455791793, 1
5.21, 0.019422627, 0.001421044, 5.2, 0.00417455791793, -0.00417455791793, 1
5.211, 0.019426167, 0.001421314, 5.2, 0.00417455791793, -0.00417455791793, 1
5.212, 0.019429817, 0.001421584, 5.2, 0.00417455791793, -0.00417455791793, 1
5.213, 0.019433297, 0.001421844, 5.2, 0.00417455791793, -0.00417455791793, 1
5.214, 0.019436907, 0.001422114, 5.2, 0.00417455791793, -0.00417455791793, 1
5.215, 0.019440387, 0.001422404, 5.2, 0.00417455791793, -0.00417455791793, 1
5.216, 0.019443987, 0.001422664, 5.2, 0.00417455791793, -0.00417455791793, 1
5.217, 0.019447607, 0.001422925, 5.2, 0.00417455791793, -0.00417455791793, 1
5.218, 0.019451137, 0.001423168, 5.2, 0.00417455791793, -0.00417455791793, 1
5.219, 0.019454617, 0.001423416, 5.2, 0.00417455791793, -0.00417455791793, 1
5.22, 0.019458137, 0.001423685, 5.2, 0.00417455791793, -0.00417455791793, 1
5.221, 0.019461737, 0.001423926, 5.2, 0.00417455791793, -0.00417455791793, 1
5.222, 0.019465188, 0.001424185, 5.2, 0.00417455791793, -0.00417455791793, 1
5.223, 0.019468748, 0.001424454, 5.2, 0.00417455791793, -0.00417455791793, 1
5.224, 0.019472268, 0.001424703, 5.2, 0.00417455791793, -0.00417455791793, 1
5.225, 0.019475908, 0.001424962, 5.2, 0.00417455791793, -0.00417455791793, 1
5.226, 0.019479418, 0.00142522, 5.2, 0.00417455791793, -0.00417455791793, 1
5.227, 0.019483108, 0.001425477, 5.2, 0.00417455791793, -0.00417455791793, 1
5.228, 0.019486618, 0.001425739, 5.2, 0.00417455791793, -0.00417455791793, 1
5.229, 0.019490298, 0.001425978, 5.2, 0.00417455791793, -0.00417455791793, 1
5.23, 0.019493888, 0.001426228, 5.2, 0.00417455791793, -0.00417455791793, 1
5.231, 0.019497518, 0.001426488, 5.2, 0.00417455791793, -0.00417455791793, 1
5.232, 0.019501118, 0.001426758, 5.2, 0.00417455791793, -0.00417455791793, 1
5.233, 0.019504757, 0.001427008, 5.2, 0.00417455791793, -0.00417455791793, 1
5.234, 0.019508337, 0.001427258, 5.2, 0.00417455791793, -0.00417455791793, 1
5.235, 0.019511817, 0.001427518, 5.2, 0.00417455791793, -0.00417455791793, 1
5.236, 0.019566717, 0.001427787, 5.2, 0.00417455791793, -0.00417455791793, 1
5.237, 0.019571368, 0.001428067, 5.2, 0.00417455791793, -0.00417455791793, 1
5.238, 0.019574898, 0.001428327, 5.2, 0.00417455791793, -0.00417455791793, 1
5.239, 0.019578428, 0.001428577, 5.2, 0.00417455791793, -0.00417455791793, 1
5.24, 0.019581958, 0.001428827, 5.2, 0.00417455791793, -0.00417455791793, 1
5.241, 0.019585558, 0.001429087, 5.2, 0.00417455791793, -0.00417455791793, 1
5.242, 0.019589168, 0.001429347, 5.2, 0.00417455791793, -0.00417455791793, 1
5.243, 0.019592758, 0.001429617, 5.2, 0.00417455791793, -0.00417455791793, 1
5.244, 0.019596398, 0.001429877, 5.2, 0.00417455791793, -0.00417455791793, 1
5.245, 0.019599918, 0.001430129, 5.2, 0.00417455791793, -0.00417455791793, 1
5.246, 0.019603668, 0.001430391, 5.2, 0.00417455791793, -0.00417455791793, 1
5.247, 0.019607277, 0.00143065, 5.2, 0.00417455791793, -0.00417455791793, 1
5.248, 0.019610896, 0.001430918, 5.2, 0.00417455791793, -0.00417455791793, 1
5.249, 0.019614537, 0.00143119, 5.2, 0.00417455791793, -0.00417455791793, 1
5.25, 0.019618137, 0.00143144, 5.2, 0.00417455791793, -0.00417455791793, 1
5.251, 0.019621796, 0.001431697, 5.2, 0.00417455791793, -0.00417455791793, 1
5.252, 0.019625276, 0.001431958, 5.2, 0.00417455791793, -0.00417455791793, 1
5.253, 0.019628976, 0.001432215, 5.2, 0.00417455791793, -0.00417455791793, 1
5.254, 0.019632536, 0.001432463, 5.2, 0.00417455791793, -0.00417455791793, 1
5.255, 0.019636176, 0.001432723, 5.2, 0.00417455791793, -0.00417455791793, 1
5.256, 0.019639746, 0.001432974, 5.2, 0.00417455791793, -0.00417455791793, 1
5.257, 0.019643346, 0.001433243, 5.2, 0.00417455791793, -0.00417455791793, 1
5.258, 0.019646826, 0.001433513, 5.2, 0.00417455791793, -0.00417455791793, 1
5.259, 0.019650406, 0.001433773, 5.2, 0.00417455791793, -0.00417455791793, 1
5.26, 0.019654006, 0.001434033, 5.2, 0.00417455791793, -0.00417455791793, 1
5.261, 0.019657506, 0.001434293, 5.2, 0.00417455791793, -0.00417455791793, 1
5.262, 0.019661056, 0.001434553, 5.2, 0.00417455791793, -0.00417455791793, 1
5.263, 0.019667656, 0.001434813, 5.2, 0.00417455791793, -0.00417455791793, 1
5.264, 0.019671286, 0.001435063, 5.2, 0.00417455791793, -0.00417455791793, 1
