"time","model.root.$wallTime","model.root.fmu.$wallTime","system.fmu.time","system.fmu.x","system.fmu.der(x)","system.fmu.k"
4.676, 0.017422246, 0.001276574, 4.6, 0.00785516721128, -0.00785516721128, 1
4.677, 0.017425797, 0.001276836, 4.6, 0.00785516721128, -0.00785516721128, 1
4.678, 0.017429297, 0.001277103, 4.6, 0.00785516721128, -0.00785516721128, 1
4.679, 0.017432897, 0.001277362, 4.6, 0.00785516721128, -0.00785516721128, 1
4.68, 0.017436476, 0.001277621, 4.6, 0.00785516721128, -0.00785516721128, 1
4.681, 0.017440057, 0.001277883, 4.6, 0.00785516721128, -0.00785516721128, 1
4.682, 0.017443647, 0.001278143, 4.6, 0.00785516721128, -0.00785516721128, 1
4.683, 0.017447167, 0.001278403, 4.6, 0.00785516721128, -0.00785516721128, 1
4.684, 0.017450727, 0.001278663, 4.6, 0.00785516721128, -0.00785516721128, 1
4.685, 0.017454257, 0.001278933, 4.6, 0.00785516721128, -0.00785516721128, 1
4.686, 0.017457837, 0.001279183, 4.6, 0.00785516721128, -0.00785516721128, 1
4.687, 0.017461307, 0.001279443, 4.6, 0.00785516721128, -0.00785516721128, 1
4.688, 0.017464907, 0.001279703, 4.6, 0.00785516721128, -0.00785516721128, 1
4.689, 0.017468377, 0.001279963, 4.6, 0.00785516721128, -0.00785516721128, 1
4.69, 0.017472017, 0.001280214, 4.6, 0.00785516721128, -0.00785516721128, 1
4.691, 0.017475537, 0.001280484, 4.6, 0.00785516721128, -0.00785516721128, 1
4.692, 0.017479107, 0.001280763, 4.6, 0.00785516721128, -0.00785516721128, 1
4.693, 0.017482597, 0.001281023, 4.6, 0.00785516721128, -0.00785516721128, 1
4.694, 0.017486097, 0.001281273, 4.6, 0.00785516721128, -0.00785516721128, 1
4.695, 0.017489718, 0.001281533, 4.6, 0.00785516721128, -0.00785516721128, 1
4.696, 0.017493238, 0.001281784, 4.6, 0.00785516721128, -0.00785516721128, 1
4.697, 0.017496819, 0.001282053, 4.6, 0.00785516721128, -0.00785516721128, 1
4.698, 0.017500318, 0.001282311, 4.6, 0.00785516721128, -0.00785516721128, 1
4.699, 0.017503979, 0.001282573, 4.6, 0.00785516721128, -0.00785516721128, 1
4.7, 0.01750761, 0.001282953, 4.7, 0.00706965049015, -0.00706965049015, 1
4.701, 0.01751132, 0.001283211, 4.7, 0.00706965049015, -0.00706965049015, 1
4.702, 0.017514871, 0.001283479, 4.7, 0.00706965049015, -0.00706965049015, 1
4.703, 0.017518521, 0.001283738, 4.7, 0.00706965049015, -0.00706965049015, 1
4.704, 0.017522141, 0.001284008, 4.7, 0.00706965049015, -0.00706965049015, 1
4.705, 0.017525761, 0.001284258, 4.7, 0.00706965049015, -0.00706965049015, 1
4.706, 0.017529241, 0.001284508, 4.7, 0.00706965049015, -0.00706965049015, 1
4.707, 0.017532811, 0.001284768, 4.7, 0.00706965049015, -0.00706965049015, 1
4.708, 0.017536321, 0.001285018, 4.7, 0.00706965049015, -0.00706965049015, 1
4.709, 0.017539821, 0.001285278, 4.7, 0.00706965049015, -0.00706965049015, 1
4.71, 0.017543391, 0.001285538, 4.7, 0.00706965049015, -0.00706965049015, 1
4.711, 0.017546911, 0.001285796, 4.7, 0.00706965049015, -0.00706965049015, 1
4.712, 0.017550611, 0.001286027, 4.7, 0.00706965049015, -0.00706965049015, 1
4.713, 0.017554211, 0.001286287, 4.7, 0.00706965049015, -0.00706965049015, 1
4.714, 0.017557811, 0.001286548, 4.7, 0.00706965049015, -0.00706965049015, 1
4.715, 0.017561261, 0.001286809, 4.7, 0.00706965049015, -0.00706965049015, 1
4.716, 0.017564922, 0.001287079, 4.7, 0.00706965049015, -0.00706965049015, 1
4.717, 0.017568402, 0.001287329, 4.7, 0.00706965049015, -0.00706965049015, 1
4.718, 0.017571991, 0.001287588, 4.7, 0.00706965049015, -0.00706965049015, 1
4.719, 0.017575542, 0.001287848, 4.7, 0.00706965049015, -0.00706965049015, 1
4.72, 0.017579142, 0.00128811, 4.7, 0.00706965049015, -0.00706965049015, 1
4.721, 0.017582632, 0.001288368, 4.7, 0.00706965049015, -0.00706965049015, 1
4.722, 0.017586272, 0.001288607, 4.7, 0.00706965049015, -0.00706965049015, 1
4.723, 0.017589731, 0.001288876, 4.7, 0.00706965049015, -0.00706965049015, 1
4.724, 0.017593231, 0.001289137, 4.7, 0.00706965049015, -0.00706965049015, 1
4.725, 0.017596801, 0.001289407, 4.7, 0.00706965049015, -0.00706965049015, 1
4.726, 0.017600441, 0.001289657, 4.7, 0.00706965049015, -0.00706965049015, 1
4.727, 0.017606431, 0.001289917, 4.7, 0.00706965049015, -0.00706965049015, 1
4.728, 0.017610151, 0.001290187, 4.7, 0.00706965049015, -0.00706965049015, 1
4.729, 0.017613631, 0.001290447, 4.7, 0.00706965049015, -0.00706965049015, 1
4.73, 0.017617321, 0.001290697, 4.7, 0.00706965049015, -0.00706965049015, 1
4.731, 0.017620861, 0.001290947, 4.7, 0.00706965049015, -0.00706965049015, 1
4.732, 0.017624451, 0.001291195, 4.7, 0.00706965049015, -0.00706965049015, 1
4.733, 0.017627931, 0.001291454, 4.7, 0.00706965049015, -0.00706965049015, 1
4.734, 0.01763147, 0.001291713, 4.7, 0.00706965049015, -0.00706965049015, 1
4.735, 0.017635141, 0.001291954, 4.7, 0.00706965049015, -0.00706965049015, 1
4.736, 0.017638651, 0.001292202, 4.7, 0.00706965049015, -0.00706965049015, 1
4.737, 0.017642361, 0.001292463, 4.7, 0.00706965049015, -0.00706965049015, 1
4.738, 0.017645972, 0.001292723, 4.7, 0.00706965049015, -0.00706965049015, 1
4.739, 0.017649553, 0.001292983, 4.7, 0.00706965049015, -0.00706965049015, 1
4.74, 0.017653033, 0.001293242, 4.7, 0.00706965049015, -0.00706965049015, 1
4.741, 0.017656632, 0.001293503, 4.7, 0.00706965049015, -0.00706965049015, 1
4.742, 0.017660102, 0.001293766, 4.7, 0.00706965049015, -0.00706965049015, 1
4.743, 0.017663802, 0.001294024, 4.7, 0.00706965049015, -0.00706965049015, 1
4.744, 0.017667352, 0.001294293, 4.7, 0.00706965049015, -0.00706965049015, 1
4.745, 0.017670943, 0.001294553, 4.7, 0.00706965049015, -0.00706965049015, 1
4.746, 0.017674373, 0.001294823, 4.7, 0.00706965049015, -0.00706965049015, 1
4.747, 0.017677903, 0.001295093, 4.7, 0.00706965049015, -0.00706965049015, 1
4.748, 0.017681463, 0.001295353, 4.7, 0.00706965049015, -0.00706965049015, 1
4.749, 0.017685043, 0.001295613, 4.7, 0.00706965049015, -0.00706965049015, 1
4.75, 0.017688563, 0.001295883, 4.7, 0.00706965049015, -0.00706965049015, 1
4.751, 0.017692063, 0.001296143, 4.7, 0.00706965049015, -0.00706965049015, 1
4.752, 0.017695643, 0.001296393, 4.7, 0.00706965049015, -0.00706965049015, 1
4.753, 0.017699113, 0.001296652, 4.7, 0.00706965049015, -0.00706965049015, 1
4.754, 0.017702693, 0.001296913, 4.7, 0.00706965049015, -0.00706965049015, 1
4.755, 0.017706163, 0.001297172, 4.7, 0.00706965049015, -0.00706965049015, 1
4.756, 0.017709843, 0.001297431, 4.7, 0.00706965049015, -0.00706965049015, 1
4.757, 0.017713523, 0.001297681, 4.7, 0.00706965049015, -0.00706965049015, 1
4.758, 0.017717112, 0.001297932, 4.7, 0.00706965049015, -0.00706965049015, 1
4.759, 0.017720582, 0.00129817, 4.7, 0.00706965049015, -0.00706965049015, 1
4.76, 0.017724222, 0.00129843, 4.7, 0.00706965049015, -0.00706965049015, 1
4.761, 0.017727772, 0.001298692, 4.7, 0.00706965049015, -0.00706965049015, 1
4.762, 0.017731323, 0.00129895, 4.7, 0.00706965049015, -0.00706965049015, 1
4.763, 0.017734813, 0.001299209, 4.7, 0.00706965049015, -0.00706965049015, 1
4.764, 0.017738312, 0.001299457, 4.7, 0.00706965049015, -0.00706965049015, 1
4.765, 0.017741933, 0.001299719, 4.7, 0.00706965049015, -0.00706965049015, 1
4.766, 0.017745463, 0.001299988, 4.7, 0.00706965049015, -0.00706965049015, 1
4.767, 0.017749183, 0.001300248, 4.7, 0.00706965049015, -0.00706965049015, 1
4.768, 0.017752763, 0.001300498, 4.7, 0.00706965049015, -0.00706965049015, 1
4.769, 0.017756293, 0.001300758, 4.7, 0.00706965049015, -0.00706965049015, 1
4.77, 0.017759793, 0.001301018, 4.7, 0.00706965049015, -0.00706965049015, 1
4.771, 0.017763503, 0.001301268, 4.7, 0.00706965049015, -0.00706965049015, 1
4.772, 0.017767083, 0.001301518, 4.7, 0.00706965049015, -0.00706965049015, 1
4.773, 0.017770663, 0.001301778, 4.7, 0.00706965049015, -0.00706965049015, 1
4.774, 0.017774183, 0.001302037, 4.7, 0.00706965049015, -0.00706965049015, 1
4.775, 0.017777983, 0.001302296, 4.7, 0.00706965049015, -0.00706965049015, 1
4.776, 0.017781503, 0.001302546, 4.7, 0.00706965049015, -0.00706965049015, 1
4.777, 0.017785234, 0.001302816, 4.7, 0.00706965049015, -0.00706965049015, 1
4.778, 0.017788814, 0.001303074, 4.7, 0.00706965049015, -0.00706965049015, 1
4.779, 0.017792473, 0.001303343, 4.7, 0.00706965049015, -0.00706965049015, 1
4.78, 0.017796023, 0.001303605, 4.7, 0.00706965049015, -0.00706965049015, 1
4.781, 0.017802093, 0.001303873, 4.7, 0.00706965049015, -0.00706965049015, 1
4.782, 0.017805672, 0.001304145, 4.7, 0.00706965049015, -0.00706965049015, 1
4.783, 0.017809281, 0.001304385, 4.7, 0.00706965049015, -0.00706965049015, 1
4.784, 0.017812752, 0.001304624, 4.7, 0.00706965049015, -0.00706965049015, 1
4.785, 0.017816402, 0.001304883, 4.7, 0.00706965049015, -0.00706965049015, 1
4.786, 0.017819762, 0.001305154, 4.7, 0.00706965049015, -0.00706965049015, 1
4.787, 0.017823402, 0.001305414, 4.7, 0.00706965049015, -0.00706965049015, 1
4.788, 0.017826902, 0.001305684, 4.7, 0.00706965049015, -0.00706965049015, 1
4.789, 0.017830452, 0.001305934, 4.7, 0.00706965049015, -0.00706965049015, 1
4.79, 0.017834042, 0.001306174, 4.7, 0.00706965049015, -0.00706965049015, 1
4.791, 0.017837562, 0.001306424, 4.7, 0.00706965049015, -0.00706965049015, 1
4.792, 0.017841202, 0.001306674, 4.7, 0.00706965049015, -0.00706965049015, 1
4.793, 0.017844772, 0.001306924, 4.7, 0.00706965049015, -0.00706965049015, 1
4.794, 0.017848362, 0.001307174, 4.7, 0.00706965049015, -0.00706965049015, 1
4.795, 0.017851932, 0.001307432, 4.7, 0.00706965049015, -0.00706965049015, 1
4.796, 0.017855542, 0.001307703, 4.7, 0.00706965049015, -0.00706965049015, 1
4.797, 0.017859022, 0.001307962, 4.7, 0.00706965049015, -0.00706965049015, 1
4.798, 0.017863411, 0.001308302, 4.7, 0.00706965049015, -0.00706965049015, 1
4.799, 0.017867061, 0.001308632, 4.7, 0.00706965049015, -0.00706965049015, 1
4.8, 0.017870781, 0.001309001, 4.8, 0.00636268544114, -0.00636268544114, 1
4.801, 0.017874381, 0.00130927, 4.8, 0.00636268544114, -0.00636268544114, 1
4.802, 0.017878051, 0.001309543, 4.8, 0.00636268544114, -0.00636268544114, 1
4.803, 0.017881571, 0.001309803, 4.8, 0.00636268544114, -0.00636268544114, 1
4.804, 0.01788522, 0.001310053, 4.8, 0.00636268544114, -0.00636268544114, 1
4.805, 0.0178887, 0.001310313, 4.8, 0.00636268544114, -0.00636268544114, 1
4.806, 0.01789257, 0.001310573, 4.8, 0.00636268544114, -0.00636268544114, 1
4.807, 0.017896029, 0.001310822, 4.8, 0.00636268544114, -0.00636268544114, 1
4.808, 0.017899449, 0.001311083, 4.8, 0.00636268544114, -0.00636268544114, 1
4.809, 0.017903049, 0.001311343, 4.8, 0.00636268544114, -0.00636268544114, 1
4.81, 0.017906589, 0.001311583, 4.8, 0.00636268544114, -0.00636268544114, 1
4.811, 0.017910149, 0.001311843, 4.8, 0.00636268544114, -0.00636268544114, 1
4.812, 0.017913679, 0.001312103, 4.8, 0.00636268544114, -0.00636268544114, 1
4.813, 0.017917219, 0.001312373, 4.8, 0.00636268544114, -0.00636268544114, 1
4.814, 0.017920729, 0.001312643, 4.8, 0.00636268544114, -0.00636268544114, 1
4.815, 0.017924299, 0.001312893, 4.8, 0.00636268544114, -0.00636268544114, 1
4.816, 0.01792778, 0.001313152, 4.8, 0.00636268544114, -0.00636268544114, 1
4.817, 0.01793145, 0.001313402, 4.8, 0.00636268544114, -0.00636268544114, 1
4.818, 0.017934991, 0.001313654, 4.8, 0.00636268544114, -0.00636268544114, 1
4.819, 0.017938591, 0.001313913, 4.8, 0.00636268544114, -0.00636268544114, 1
4.82, 0.017942172, 0.001314171, 4.8, 0.00636268544114, -0.00636268544114, 1
4.821, 0.017945781, 0.00131442, 4.8, 0.00636268544114, -0.00636268544114, 1
4.822, 0.017949301, 0.00131468, 4.8, 0.00636268544114, -0.00636268544114, 1
4.823, 0.017952981, 0.001314941, 4.8, 0.00636268544114, -0.00636268544114, 1
4.824, 0.017956472, 0.001315202, 4.8, 0.00636268544114, -0.00636268544114, 1
4.825, 0.017959983, 0.00131545, 4.8, 0.00636268544114, -0.00636268544114, 1
4.826, 0.017963552, 0.001315709, 4.8, 0.00636268544114, -0.00636268544114, 1
4.827, 0.017967152, 0.00131598, 4.8, 0.00636268544114, -0.00636268544114, 1
4.828, 0.017970752, 0.001316241, 4.8, 0.00636268544114, -0.00636268544114, 1
4.829, 0.017974242, 0.001316511, 4.8, 0.00636268544114, -0.00636268544114, 1
4.83, 0.017977932, 0.001316771, 4.8, 0.00636268544114, -0.00636268544114, 1
4.831, 0.017981432, 0.001317031, 4.8, 0.00636268544114, -0.00636268544114, 1
4.832, 0.017985022, 0.001317301, 4.8, 0.00636268544114, -0.00636268544114, 1
4.833, 0.017988502, 0.001317561, 4.8, 0.00636268544114, -0.00636268544114, 1
4.834, 0.017994562, 0.001317831, 4.8, 0.00636268544114, -0.00636268544114, 1
4.835, 0.017998112, 0.001318091, 4.8, 0.00636268544114, -0.00636268544114, 1
4.836, 0.018001752, 0.001318351, 4.8, 0.00636268544114, -0.00636268544114, 1
4.837, 0.018005212, 0.001318623, 4.8, 0.00636268544114, -0.00636268544114, 1
4.838, 0.018008812, 0.001318884, 4.8, 0.00636268544114, -0.00636268544114, 1
4.839, 0.018012393, 0.001319145, 4.8, 0.00636268544114, -0.00636268544114, 1
4.84, 0.018015993, 0.001319406, 4.8, 0.00636268544114, -0.00636268544114, 1
4.841, 0.018019513, 0.001319666, 4.8, 0.00636268544114, -0.00636268544114, 1
4.842, 0.018023132, 0.001319936, 4.8, 0.00636268544114, -0.00636268544114, 1
4.843, 0.018026662, 0.001320188, 4.8, 0.00636268544114, -0.00636268544114, 1
4.844, 0.018030302, 0.001320438, 4.8, 0.00636268544114, -0.00636268544114, 1
4.845, 0.018033883, 0.001320698, 4.8, 0.00636268544114, -0.00636268544114, 1
4.846, 0.018037394, 0.001320958, 4.8, 0.00636268544114, -0.00636268544114, 1
4.847, 0.018041074, 0.001321219, 4.8, 0.00636268544114, -0.00636268544114, 1
4.848, 0.018044664, 0.00132149, 4.8, 0.00636268544114, -0.00636268544114, 1
4.849, 0.018048245, 0.001321749, 4.8, 0.00636268544114, -0.00636268544114, 1
4.85, 0.018051745, 0.001321999, 4.8, 0.00636268544114, -0.00636268544114, 1
4.851, 0.018055295, 0.001322259, 4.8, 0.00636268544114, -0.00636268544114, 1
4.852, 0.018058885, 0.001322529, 4.8, 0.00636268544114, -0.00636268544114, 1
4.853, 0.018062365, 0.001322789, 4.8, 0.00636268544114, -0.00636268544114, 1
4.854, 0.018065875, 0.001323059, 4.8, 0.00636268544114, -0.00636268544114, 1
4.855, 0.018069475, 0.001323309, 4.8, 0.00636268544114, -0.00636268544114, 1
4.856, 0.018073105, 0.001323569, 4.8, 0.00636268544114, -0.00636268544114, 1
4.857, 0.018076795, 0.001323829, 4.8, 0.00636268544114, -0.00636268544114, 1
4.858, 0.018080265, 0.0013241, 4.8, 0.00636268544114, -0.00636268544114, 1
4.859, 0.018083835, 0.001324372, 4.8, 0.00636268544114, -0.00636268544114, 1
4.86, 0.018087445, 0.001324633, 4.8, 0.00636268544114, -0.00636268544114, 1
4.861, 0.018090946, 0.001324894, 4.8, 0.00636268544114, -0.00636268544114, 1
4.862, 0.018094567, 0.001325163, 4.8, 0.00636268544114, -0.00636268544114, 1
4.863, 0.018098057, 0.001325421, 4.8, 0.00636268544114, -0.00636268544114, 1
4.864, 0.018101626, 0.001325679, 4.8, 0.00636268544114, -0.00636268544114, 1
4.865, 0.018105226, 0.001325949, 4.8, 0.00636268544114, -0.00636268544114, 1
4.866, 0.018108815, 0.001326207, 4.8, 0.00636268544114, -0.00636268544114, 1
4.867, 0.018112335, 0.001326467, 4.8, 0.00636268544114, -0.00636268544114, 1
4.868, 0.018116035, 0.001326739, 4.8, 0.00636268544114, -0.00636268544114, 1
4.869, 0.018119616, 0.001327, 4.8, 0.00636268544114, -0.00636268544114, 1
4.87, 0.018123165, 0.001327261, 4.8, 0.00636268544114, -0.00636268544114, 1
4.871, 0.018126725, 0.001327512, 4.8, 0.00636268544114, -0.00636268544114, 1
4.872, 0.018130255, 0.001327772, 4.8, 0.00636268544114, -0.00636268544114, 1
4.873, 0.018133765, 0.001328042, 4.8, 0.00636268544114, -0.00636268544114, 1
4.874, 0.018137325, 0.001328292, 4.8, 0.00636268544114, -0.00636268544114, 1
4.875, 0.018140915, 0.001328552, 4.8, 0.00636268544114, -0.00636268544114, 1
4.876, 0.018144415, 0.001328802, 4.8, 0.00636268544114, -0.00636268544114, 1
4.877, 0.018148045, 0.001329052, 4.8, 0.00636268544114, -0.00636268544114, 1
4.878, 0.018151525, 0.001329302, 4.8, 0.00636268544114, -0.00636268544114, 1
4.879, 0.018155105, 0.001329552, 4.8, 0.00636268544114, -0.00636268544114, 1
4.88, 0.018158705, 0.001329802, 4.8, 0.00636268544114, -0.00636268544114, 1
4.881, 0.018162355, 0.001330063, 4.8, 0.00636268544114, -0.00636268544114, 1
4.882, 0.018165856, 0.001330324, 4.8, 0.00636268544114, -0.00636268544114, 1
4.883, 0.018169555, 0.001330583, 4.8, 0.00636268544114, -0.00636268544114, 1
4.884, 0.018173115, 0.001330843, 4.8, 0.00636268544114, -0.00636268544114, 1
4.885, 0.018176844, 0.001331102, 4.8, 0.00636268544114, -0.00636268544114, 1
4.886, 0.018180354, 0.001331364, 4.8, 0.00636268544114, -0.00636268544114, 1
4.887, 0.018186335, 0.001331635, 4.8, 0.00636268544114, -0.00636268544114, 1
4.888, 0.018189924, 0.001331894, 4.8, 0.00636268544114, -0.00636268544114, 1
4.889, 0.018193615, 0.001332163, 4.8, 0.00636268544114, -0.00636268544114, 1
4.89, 0.018197076, 0.001332435, 4.8, 0.00636268544114, -0.00636268544114, 1
4.891, 0.018200726, 0.001332695, 4.8, 0.00636268544114, -0.00636268544114, 1
4.892, 0.018204206, 0.001332965, 4.8, 0.00636268544114, -0.00636268544114, 1
4.893, 0.018207756, 0.001333225, 4.8, 0.00636268544114, -0.00636268544114, 1
4.894, 0.018211336, 0.001333495, 4.8, 0.00636268544114, -0.00636268544114, 1
4.895, 0.018215006, 0.001333755, 4.8, 0.00636268544114, -0.00636268544114, 1
4.896, 0.018218516, 0.001334015, 4.8, 0.00636268544114, -0.00636268544114, 1
4.897, 0.018222056, 0.001334285, 4.8, 0.00636268544114, -0.00636268544114, 1
4.898, 0.018225576, 0.001334555, 4.8, 0.00636268544114, -0.00636268544114, 1
4.899, 0.018229156, 0.001334825, 4.8, 0.00636268544114, -0.00636268544114, 1
4.9, 0.018232837, 0.001335216, 4.9, 0.00572641689702, -0.00572641689702, 1
4.901, 0.018236408, 0.001335476, 4.9, 0.00572641689702, -0.00572641689702, 1
4.902, 0.018240008, 0.001335737, 4.9, 0.00572641689702, -0.00572641689702, 1
4.903, 0.018243618, 0.001336, 4.9, 0.00572641689702, -0.00572641689702, 1
4.904, 0.018247239, 0.001336253, 4.9, 0.00572641689702, -0.00572641689702, 1
4.905, 0.01825082, 0.001336511, 4.9, 0.00572641689702, -0.00572641689702, 1
4.906, 0.01825442, 0.001336752, 4.9, 0.00572641689702, -0.00572641689702, 1
4.907, 0.0182579, 0.001336992, 4.9, 0.00572641689702, -0.00572641689702, 1
4.908, 0.018261551, 0.00133726, 4.9, 0.00572641689702, -0.00572641689702, 1
4.909, 0.018265111, 0.001337509, 4.9, 0.00572641689702, -0.00572641689702, 1
4.91, 0.018268722, 0.001337758, 4.9, 0.00572641689702, -0.00572641689702, 1
4.911, 0.018272201, 0.001338027, 4.9, 0.00572641689702, -0.00572641689702, 1
4.912, 0.018275891, 0.001338298, 4.9, 0.00572641689702, -0.00572641689702, 1
4.913, 0.018279521, 0.001338558, 4.9, 0.00572641689702, -0.00572641689702, 1
4.914, 0.018283031, 0.001338808, 4.9, 0.00572641689702, -0.00572641689702, 1
4.915, 0.018286521, 0.001339068, 4.9, 0.00572641689702, -0.00572641689702, 1
4.916, 0.018290011, 0.001339338, 4.9, 0.00572641689702, -0.00572641689702, 1
4.917, 0.018293581, 0.001339608, 4.9, 0.00572641689702, -0.00572641689702, 1
4.918, 0.018297051, 0.001339878, 4.9, 0.00572641689702, -0.00572641689702, 1
4.919, 0.018300701, 0.001340138, 4.9, 0.00572641689702, -0.00572641689702, 1
4.92, 0.018304171, 0.001340398, 4.9, 0.00572641689702, -0.00572641689702, 1
4.921, 0.018307801, 0.00134067, 4.9, 0.00572641689702, -0.00572641689702, 1
4.922, 0.018311331, 0.001340933, 4.9, 0.00572641689702, -0.00572641689702, 1
4.923, 0.018314912, 0.001341185, 4.9, 0.00572641689702, -0.00572641689702, 1
4.924, 0.018318381, 0.001341435, 4.9, 0.00572641689702, -0.00572641689702, 1
4.925, 0.018322021, 0.001341694, 4.9, 0.00572641689702, -0.00572641689702, 1
4.926, 0.018325682, 0.001341956, 4.9, 0.00572641689702, -0.00572641689702, 1
4.927, 0.018329333, 0.001342216, 4.9, 0.00572641689702, -0.00572641689702, 1
4.928, 0.018332882, 0.001342475, 4.9, 0.00572641689702, -0.00572641689702, 1
4.929, 0.018336543, 0.001342735, 4.9, 0.00572641689702, -0.00572641689702, 1
4.93, 0.018340054, 0.001342983, 4.9, 0.00572641689702, -0.00572641689702, 1
4.931, 0.018343593, 0.001343243, 4.9, 0.00572641689702, -0.00572641689702, 1
4.932, 0.018347162, 0.001343493, 4.9, 0.00572641689702, -0.00572641689702, 1
4.933, 0.018350802, 0.001343764, 4.9, 0.00572641689702, -0.00572641689702, 1
4.934, 0.018354612, 0.001344024, 4.9, 0.00572641689702, -0.00572641689702, 1
4.935, 0.018358192, 0.001344284, 4.9, 0.00572641689702, -0.00572641689702, 1
4.936, 0.018361782, 0.001344544, 4.9, 0.00572641689702, -0.00572641689702, 1
4.937, 0.018365262, 0.001344794, 4.9, 0.00572641689702, -0.00572641689702, 1
4.938, 0.018368822, 0.001345054, 4.9, 0.00572641689702, -0.00572641689702, 1
4.939, 0.018372362, 0.001345324, 4.9, 0.00572641689702, -0.00572641689702, 1
4.94, 0.018375992, 0.001345584, 4.9, 0.00572641689702, -0.00572641689702, 1
4.941, 0.018381982, 0.001345846, 4.9, 0.00572641689702, -0.00572641689702, 1
4.942, 0.018385702, 0.001346095, 4.9, 0.00572641689702, -0.00572641689702, 1
4.943, 0.018389162, 0.001346347, 4.9, 0.00572641689702, -0.00572641689702, 1
4.944, 0.018392792, 0.001346596, 4.9, 0.00572641689702, -0.00572641689702, 1
4.945, 0.018396322, 0.001346857, 4.9, 0.00572641689702, -0.00572641689702, 1
4.946, 0.018399953, 0.001347127, 4.9, 0.00572641689702, -0.00572641689702, 1
4.947, 0.018403523, 0.001347386, 4.9, 0.00572641689702, -0.00572641689702, 1
4.948, 0.018407133, 0.001347656, 4.9, 0.00572641689702, -0.00572641689702, 1
4.949, 0.018410722, 0.001347925, 4.9, 0.00572641689702, -0.00572641689702, 1
4.95, 0.018414332, 0.001348196, 4.9, 0.00572641689702, -0.00572641689702, 1
4.951, 0.018417922, 0.001348478, 4.9, 0.00572641689702, -0.00572641689702, 1
4.952, 0.018421462, 0.001348738, 4.9, 0.00572641689702, -0.00572641689702, 1
4.953, 0.018424942, 0.001349009, 4.9, 0.00572641689702, -0.00572641689702, 1
4.954, 0.018428512, 0.001349269, 4.9, 0.00572641689702, -0.00572641689702, 1
4.955, 0.018432032, 0.001349529, 4.9, 0.00572641689702, -0.00572641689702, 1
4.956, 0.018435662, 0.001349789, 4.9, 0.00572641689702, -0.00572641689702, 1
4.957, 0.018439212, 0.001350059, 4.9, 0.00572641689702, -0.00572641689702, 1
4.958, 0.018442802, 0.001350329, 4.9, 0.00572641689702, -0.00572641689702, 1
4.959, 0.018446402, 0.001350589, 4.9, 0.00572641689702, -0.00572641689702, 1
4.96, 0.018449932, 0.001350849, 4.9, 0.00572641689702, -0.00572641689702, 1
4.961, 0.018453632, 0.001351109, 4.9, 0.00572641689702, -0.00572641689702, 1
4.962, 0.018457152, 0.00135137, 4.9, 0.00572641689702, -0.00572641689702, 1
4.963, 0.018460832, 0.00135164, 4.9, 0.00572641689702, -0.00572641689702, 1
4.964, 0.018464432, 0.001351899, 4.9, 0.00572641689702, -0.00572641689702, 1
4.965, 0.018468012, 0.001352159, 4.9, 0.00572641689702, -0.00572641689702, 1
4.966, 0.018471633, 0.001352429, 4.9, 0.00572641689702, -0.00572641689702, 1
4.967, 0.018475233, 0.001352698, 4.9, 0.00572641689702, -0.00572641689702, 1
4.968, 0.018478814, 0.00135295, 4.9, 0.00572641689702, -0.00572641689702, 1
4.969, 0.018482364, 0.001353219, 4.9, 0.00572641689702, -0.00572641689702, 1
4.97, 0.018485874, 0.001353481, 4.9, 0.00572641689702, -0.00572641689702, 1
4.971, 0.018489564, 0.001353729, 4.9, 0.00572641689702, -0.00572641689702, 1
4.972, 0.018493114, 0.001353971, 4.9, 0.00572641689702, -0.00572641689702, 1
4.973, 0.018496554, 0.001354232, 4.9, 0.00572641689702, -0.00572641689702, 1
4.974, 0.018500154, 0.00135451, 4.9, 0.00572641689702, -0.00572641689702, 1
4.975, 0.018503764, 0.001354771, 4.9, 0.00572641689702, -0.00572641689702, 1
4.976, 0.018507344, 0.001355031, 4.9, 0.00572641689702, -0.00572641689702, 1
4.977, 0.018510814, 0.001355271, 4.9, 0.00572641689702, -0.00572641689702, 1
4.978, 0.018514404, 0.001355531, 4.9, 0.00572641689702, -0.00572641689702, 1
4.979, 0.018517924, 0.001355801, 4.9, 0.00572641689702, -0.00572641689702, 1
4.98, 0.018521464, 0.001356061, 4.9, 0.00572641689702, -0.00572641689702, 1
4.981, 0.018525044, 0.001356311, 4.9, 0.00572641689702, -0.00572641689702, 1
4.982, 0.018528654, 0.001356581, 4.9, 0.00572641689702, -0.00572641689702, 1
4.983, 0.018532104, 0.001356841, 4.9, 0.00572641689702, -0.00572641689702, 1
4.984, 0.018535654, 0.00135709, 4.9, 0.00572641689702, -0.00572641689702, 1
4.985, 0.018539144, 0.001357341, 4.9, 0.00572641689702, -0.00572641689702, 1
4.986, 0.018542734, 0.0013576, 4.9, 0.00572641689702, -0.00572641689702, 1
4.987, 0.018546274, 0.001357863, 4.9, 0.00572641689702, -0.00572641689702, 1
4.988, 0.018549804, 0.001358133, 4.9, 0.00572641689702, -0.00572641689702, 1
4.989, 0.018553435, 0.001358415, 4.9, 0.00572641689702, -0.00572641689702, 1
4.99, 0.018556955, 0.001358676, 4.9, 0.00572641689702, -0.00572641689702, 1
4.991, 0.018560576, 0.001358937, 4.9, 0.00572641689702, -0.00572641689702, 1
