"time","model.root.$wallTime","model.root.fmu.$wallTime","system.fmu.time","system.fmu.x0","system.fmu.der(x0)","system.fmu.x1","system.fmu.der(x1)","system.fmu.mu"
11, 0.05220441, 0.004248593, 11, -1.56539121316, 0.751965155978, 0.751965155978, 0.47470361568, 1
11.001, 0.05220934, 0.004248962, 11, -1.56539121316, 0.751965155978, 0.751965155978, 0.47470361568, 1
11.002, 0.052214171, 0.00424933, 11, -1.56539121316, 0.751965155978, 0.751965155978, 0.47470361568, 1
11.003, 0.05221891, 0.00424969, 11, -1.56539121316, 0.751965155978, 0.751965155978, 0.47470361568, 1
11.004, 0.052223679, 0.00425004, 11, -1.56539121316, 0.751965155978, 0.751965155978, 0.47470361568, 1
11.005, 0.052228309, 0.00425041, 11, -1.56539121316, 0.751965155978, 0.751965155978, 0.47470361568, 1
11.006, 0.052232989, 0.00425077, 11, -1.56539121316, 0.751965155978, 0.751965155978, 0.47470361568, 1
11.007, 0.052237679, 0.00425113, 11, -1.56539121316, 0.751965155978, 0.751965155978, 0.47470361568, 1
11.008, 0.052242239, 0.0042515, 11, -1.56539121316, 0.751965155978, 0.751965155978, 0.47470361568, 1
11.009, 0.052246909, 0.00425185, 11, -1.56539121316, 0.751965155978, 0.751965155978, 0.47470361568, 1
11.01, 0.052251769, 0.00425238, 11.01, -1.5578715616, 0.756712192135, 0.756712192135, 0.478070654556, 1
11.011, 0.052256649, 0.004252741, 11.01, -1.5578715616, 0.756712192135, 0.756712192135, 0.478070654556, 1
11.012, 0.052261559, 0.004253089, 11.01, -1.5578715616, 0.756712192135, 0.756712192135, 0.478070654556, 1
11.013, 0.052266428, 0.004253451, 11.01, -1.5578715616, 0.756712192135, 0.756712192135, 0.478070654556, 1
11.014, 0.052271308, 0.004253809, 11.01, -1.5578715616, 0.756712192135, 0.756712192135, 0.478070654556, 1
11.015, 0.052276227, 0.004254179, 11.01, -1.5578715616, 0.756712192135, 0.756712192135, 0.478070654556, 1
11.016, 0.052281027, 0.004254539, 11.01, -1.5578715616, 0.756712192135, 0.756712192135, 0.478070654556, 1
11.017, 0.052285887, 0.004254899, 11.01, -1.5578715616, 0.756712192135, 0.756712192135, 0.478070654556, 1
11.018, 0.052290807, 0.004255258, 11.01, -1.5578715616, 0.756712192135, 0.756712192135, 0.478070654556, 1
11.019, 0.052295687, 0.004255619, 11.01, -1.5578715616, 0.756712192135, 0.756712192135, 0.478070654556, 1
11.02, 0.052300687, 0.00425616, 11.02, -1.55030443968, 0.76149289868, 0.76149289868, 0.481591909876, 1
11.021, 0.052305617, 0.00425652, 11.02, -1.55030443968, 0.76149289868, 0.76149289868, 0.481591909876, 1
11.022, 0.052310517, 0.00425688, 11.02, -1.55030443968, 0.76149289868, 0.76149289868, 0.481591909876, 1
11.023, 0.052315327, 0.00425724, 11.02, -1.55030443968, 0.76149289868, 0.76149289868, 0.481591909876, 1
11.024, 0.052320197, 0.0042576, 11.02, -1.55030443968, 0.76149289868, 0.76149289868, 0.481591909876, 1
11.025, 0.052327447, 0.00425796, 11.02, -1.55030443968, 0.76149289868, 0.76149289868, 0.481591909876, 1
11.026, 0.052332338, 0.004258321, 11.02, -1.55030443968, 0.76149289868, 0.76149289868, 0.481591909876, 1
11.027, 0.052337267, 0.004258683, 11.02, -1.55030443968, 0.76149289868, 0.76149289868, 0.481591909876, 1
11.028, 0.052342156, 0.004259041, 11.02, -1.55030443968, 0.76149289868, 0.76149289868, 0.481591909876, 1
11.029, 0.052347027, 0.004259403, 11.02, -1.55030443968, 0.76149289868, 0.76149289868, 0.481591909876, 1
11.03, 0.052352077, 0.004259922, 11.03, -1.54268951069, 0.766308817779, 0.766308817779, 0.485266926219, 1
11.031, 0.052356946, 0.004260292, 11.03, -1.54268951069, 0.766308817779, 0.766308817779, 0.485266926219, 1
11.032, 0.052361836, 0.004260651, 11.03, -1.54268951069, 0.766308817779, 0.766308817779, 0.485266926219, 1
11.033, 0.052366676, 0.00426101, 11.03, -1.54268951069, 0.766308817779, 0.766308817779, 0.485266926219, 1
11.034, 0.052371547, 0.004261368, 11.03, -1.54268951069, 0.766308817779, 0.766308817779, 0.485266926219, 1
11.035, 0.052376307, 0.004261729, 11.03, -1.54268951069, 0.766308817779, 0.766308817779, 0.485266926219, 1
11.036, 0.052381167, 0.004262099, 11.03, -1.54268951069, 0.766308817779, 0.766308817779, 0.485266926219, 1
11.037, 0.052386017, 0.004262459, 11.03, -1.54268951069, 0.766308817779, 0.766308817779, 0.485266926219, 1
11.038, 0.052390847, 0.004262829, 11.03, -1.54268951069, 0.766308817779, 0.766308817779, 0.485266926219, 1
11.039, 0.052395697, 0.004263189, 11.03, -1.54268951069, 0.766308817779, 0.766308817779, 0.485266926219, 1
11.04, 0.052400927, 0.004263719, 11.04, -1.53502642251, 0.771161487041, 0.771161487041, 0.489095379815, 1
11.041, 0.052405787, 0.004264079, 11.04, -1.53502642251, 0.771161487041, 0.771161487041, 0.489095379815, 1
11.042, 0.052410627, 0.004264441, 11.04, -1.53502642251, 0.771161487041, 0.771161487041, 0.489095379815, 1
11.043, 0.052415457, 0.00426481, 11.04, -1.53502642251, 0.771161487041, 0.771161487041, 0.489095379815, 1
11.044, 0.052420186, 0.004265169, 11.04, -1.53502642251, 0.771161487041, 0.771161487041, 0.489095379815, 1
11.045, 0.052424986, 0.004265529, 11.04, -1.53502642251, 0.771161487041, 0.771161487041, 0.489095379815, 1
11.046, 0.052429837, 0.00426589, 11.04, -1.53502642251, 0.771161487041, 0.771161487041, 0.489095379815, 1
11.047, 0.052434538, 0.004266239, 11.04, -1.53502642251, 0.771161487041, 0.771161487041, 0.489095379815, 1
11.048, 0.052439308, 0.004266598, 11.04, -1.53502642251, 0.771161487041, 0.771161487041, 0.489095379815, 1
11.049, 0.052444068, 0.00426696, 11.04, -1.53502642251, 0.771161487041, 0.771161487041, 0.489095379815, 1
11.05, 0.052449088, 0.004267499, 11.05, -1.52731480764, 0.776052440839, 0.776052440839, 0.493077075435, 1
11.051, 0.052453878, 0.004267859, 11.05, -1.52731480764, 0.776052440839, 0.776052440839, 0.493077075435, 1
11.052, 0.052458618, 0.004268219, 11.05, -1.52731480764, 0.776052440839, 0.776052440839, 0.493077075435, 1
11.053, 0.052463438, 0.004268589, 11.05, -1.52731480764, 0.776052440839, 0.776052440839, 0.493077075435, 1
11.054, 0.052468268, 0.004268959, 11.05, -1.52731480764, 0.776052440839, 0.776052440839, 0.493077075435, 1
11.055, 0.052472998, 0.004269319, 11.05, -1.52731480764, 0.776052440839, 0.776052440839, 0.493077075435, 1
11.056, 0.052477738, 0.004269689, 11.05, -1.52731480764, 0.776052440839, 0.776052440839, 0.493077075435, 1
11.057, 0.052482499, 0.004270059, 11.05, -1.52731480764, 0.776052440839, 0.776052440839, 0.493077075435, 1
11.058, 0.052488339, 0.004270419, 11.05, -1.52731480764, 0.776052440839, 0.776052440839, 0.493077075435, 1
11.059, 0.052493419, 0.004270792, 11.05, -1.52731480764, 0.776052440839, 0.776052440839, 0.493077075435, 1
11.06, 0.052498349, 0.004271314, 11.06, -1.51955428324, 0.780983211594, 0.780983211594, 0.497211943433, 1
11.061, 0.05250305, 0.004271663, 11.06, -1.51955428324, 0.780983211594, 0.780983211594, 0.497211943433, 1
11.062, 0.05250785, 0.004272034, 11.06, -1.51955428324, 0.780983211594, 0.780983211594, 0.497211943433, 1
11.063, 0.052515941, 0.004272405, 11.06, -1.51955428324, 0.780983211594, 0.780983211594, 0.497211943433, 1
11.064, 0.052520792, 0.004272774, 11.06, -1.51955428324, 0.780983211594, 0.780983211594, 0.497211943433, 1
11.065, 0.052525483, 0.004273145, 11.06, -1.51955428324, 0.780983211594, 0.780983211594, 0.497211943433, 1
11.066, 0.052530314, 0.004273515, 11.06, -1.51955428324, 0.780983211594, 0.780983211594, 0.497211943433, 1
11.067, 0.052535034, 0.004273885, 11.06, -1.51955428324, 0.780983211594, 0.780983211594, 0.497211943433, 1
11.068, 0.052539804, 0.004274235, 11.06, -1.51955428324, 0.780983211594, 0.780983211594, 0.497211943433, 1
11.069, 0.052544564, 0.004274605, 11.06, -1.51955428324, 0.780983211594, 0.780983211594, 0.497211943433, 1
11.07, 0.052549514, 0.004275145, 11.07, -1.51174445112, 0.785955331028, 0.785955331028, 0.501500036937, 1
11.071, 0.052554234, 0.004275505, 11.07, -1.51174445112, 0.785955331028, 0.785955331028, 0.501500036937, 1
11.072, 0.052559025, 0.004275865, 11.07, -1.51174445112, 0.785955331028, 0.785955331028, 0.501500036937, 1
11.073, 0.052563865, 0.004276237, 11.07, -1.51174445112, 0.785955331028, 0.785955331028, 0.501500036937, 1
11.074, 0.052568585, 0.004276588, 11.07, -1.51174445112, 0.785955331028, 0.785955331028, 0.501500036937, 1
11.075, 0.052574594, 0.004276939, 11.07, -1.51174445112, 0.785955331028, 0.785955331028, 0.501500036937, 1
11.076, 0.052580364, 0.004277288, 11.07, -1.51174445112, 0.785955331028, 0.785955331028, 0.501500036937, 1
11.077, 0.052585094, 0.004277649, 11.07, -1.51174445112, 0.785955331028, 0.785955331028, 0.501500036937, 1
11.078, 0.052589814, 0.004278008, 11.07, -1.51174445112, 0.785955331028, 0.785955331028, 0.501500036937, 1
11.079, 0.052594565, 0.004278376, 11.07, -1.51174445112, 0.785955331028, 0.785955331028, 0.501500036937, 1
11.08, 0.052599455, 0.004278914, 11.08, -1.50388489781, 0.790970331398, 0.790970331398, 0.505941529174, 1
11.081, 0.052604394, 0.004279285, 11.08, -1.50388489781, 0.790970331398, 0.790970331398, 0.505941529174, 1
11.082, 0.052609124, 0.004279636, 11.08, -1.50388489781, 0.790970331398, 0.790970331398, 0.505941529174, 1
11.083, 0.052614714, 0.004280056, 11.08, -1.50388489781, 0.790970331398, 0.790970331398, 0.505941529174, 1
11.084, 0.052621384, 0.004280576, 11.08, -1.50388489781, 0.790970331398, 0.790970331398, 0.505941529174, 1
11.085, 0.052628374, 0.004281066, 11.08, -1.50388489781, 0.790970331398, 0.790970331398, 0.505941529174, 1
11.086, 0.052635994, 0.004281566, 11.08, -1.50388489781, 0.790970331398, 0.790970331398, 0.505941529174, 1
11.087, 0.052643173, 0.004282167, 11.08, -1.50388489781, 0.790970331398, 0.790970331398, 0.505941529174, 1
11.088, 0.052650903, 0.004282738, 11.08, -1.50388489781, 0.790970331398, 0.790970331398, 0.505941529174, 1
11.089, 0.052656973, 0.004283248, 11.08, -1.50388489781, 0.790970331398, 0.790970331398, 0.505941529174, 1
11.09, 0.052662034, 0.004283808, 11.09, -1.4959751945, 0.796029746689, 0.796029746689, 0.510536710919, 1
11.091, 0.052666954, 0.004284188, 11.09, -1.4959751945, 0.796029746689, 0.796029746689, 0.510536710919, 1
11.092, 0.052671805, 0.004284549, 11.09, -1.4959751945, 0.796029746689, 0.796029746689, 0.510536710919, 1
11.093, 0.052676885, 0.004284919, 11.09, -1.4959751945, 0.796029746689, 0.796029746689, 0.510536710919, 1
11.094, 0.052681816, 0.004285278, 11.09, -1.4959751945, 0.796029746689, 0.796029746689, 0.510536710919, 1
11.095, 0.052686666, 0.004285648, 11.09, -1.4959751945, 0.796029746689, 0.796029746689, 0.510536710919, 1
11.096, 0.052691506, 0.004286008, 11.09, -1.4959751945, 0.796029746689, 0.796029746689, 0.510536710919, 1
11.097, 0.052696396, 0.004286368, 11.09, -1.4959751945, 0.796029746689, 0.796029746689, 0.510536710919, 1
11.098, 0.052701206, 0.004286728, 11.09, -1.4959751945, 0.796029746689, 0.796029746689, 0.510536710919, 1
11.099, 0.052706006, 0.004287078, 11.09, -1.4959751945, 0.796029746689, 0.796029746689, 0.510536710919, 1
11.1, 0.052710926, 0.004287599, 11.1, -1.48801489703, 0.801135113798, 0.801135113798, 0.515285988074, 1
11.101, 0.052718566, 0.00428797, 11.1, -1.48801489703, 0.801135113798, 0.801135113798, 0.515285988074, 1
11.102, 0.052723676, 0.004288328, 11.1, -1.48801489703, 0.801135113798, 0.801135113798, 0.515285988074, 1
11.103, 0.052728637, 0.004288708, 11.1, -1.48801489703, 0.801135113798, 0.801135113798, 0.515285988074, 1
11.104, 0.052733517, 0.004289068, 11.1, -1.48801489703, 0.801135113798, 0.801135113798, 0.515285988074, 1
11.105, 0.052738408, 0.004289429, 11.1, -1.48801489703, 0.801135113798, 0.801135113798, 0.515285988074, 1
11.106, 0.052743288, 0.0042898, 11.1, -1.48801489703, 0.801135113798, 0.801135113798, 0.515285988074, 1
11.107, 0.052748168, 0.00429015, 11.1, -1.48801489703, 0.801135113798, 0.801135113798, 0.515285988074, 1
11.108, 0.052753028, 0.004290522, 11.1, -1.48801489703, 0.801135113798, 0.801135113798, 0.515285988074, 1
11.109, 0.052757888, 0.004290892, 11.1, -1.48801489703, 0.801135113798, 0.801135113798, 0.515285988074, 1
11.11, 0.052762868, 0.004291442, 11.11, -1.48000354589, 0.806287973679, 0.806287973679, 0.520189879346, 1
11.111, 0.052767748, 0.004291802, 11.11, -1.48000354589, 0.806287973679, 0.806287973679, 0.520189879346, 1
11.112, 0.052772688, 0.004292162, 11.11, -1.48000354589, 0.806287973679, 0.806287973679, 0.520189879346, 1
11.113, 0.052777478, 0.004292512, 11.11, -1.48000354589, 0.806287973679, 0.806287973679, 0.520189879346, 1
11.114, 0.052782398, 0.004292872, 11.11, -1.48000354589, 0.806287973679, 0.806287973679, 0.520189879346, 1
11.115, 0.052787298, 0.004293233, 11.11, -1.48000354589, 0.806287973679, 0.806287973679, 0.520189879346, 1
11.116, 0.052792079, 0.004293604, 11.11, -1.48000354589, 0.806287973679, 0.806287973679, 0.520189879346, 1
11.117, 0.052796888, 0.004293953, 11.11, -1.48000354589, 0.806287973679, 0.806287973679, 0.520189879346, 1
11.118, 0.052801808, 0.004294314, 11.11, -1.48000354589, 0.806287973679, 0.806287973679, 0.520189879346, 1
11.119, 0.052806578, 0.004294673, 11.11, -1.48000354589, 0.806287973679, 0.806287973679, 0.520189879346, 1
11.12, 0.052811707, 0.004295212, 11.12, -1.47194066615, 0.811489872473, 0.811489872473, 0.525249014046, 1
11.121, 0.052816657, 0.004295573, 11.12, -1.47194066615, 0.811489872473, 0.811489872473, 0.525249014046, 1
11.122, 0.052821526, 0.004295932, 11.12, -1.47194066615, 0.811489872473, 0.811489872473, 0.525249014046, 1
11.123, 0.052826267, 0.004296289, 11.12, -1.47194066615, 0.811489872473, 0.811489872473, 0.525249014046, 1
11.124, 0.052831357, 0.004296669, 11.12, -1.47194066615, 0.811489872473, 0.811489872473, 0.525249014046, 1
11.125, 0.052836107, 0.004297039, 11.12, -1.47194066615, 0.811489872473, 0.811489872473, 0.525249014046, 1
11.126, 0.052841047, 0.004297409, 11.12, -1.47194066615, 0.811489872473, 0.811489872473, 0.525249014046, 1
11.127, 0.052845887, 0.004297779, 11.12, -1.47194066615, 0.811489872473, 0.811489872473, 0.525249014046, 1
11.128, 0.052850727, 0.004298149, 11.12, -1.47194066615, 0.811489872473, 0.811489872473, 0.525249014046, 1
11.129, 0.052855507, 0.004298499, 11.12, -1.47194066615, 0.811489872473, 0.811489872473, 0.525249014046, 1
11.13, 0.052860437, 0.004299019, 11.13, -1.46382576743, 0.816742362613, 0.816742362613, 0.530464129969, 1
11.131, 0.052865177, 0.004299377, 11.13, -1.46382576743, 0.816742362613, 0.816742362613, 0.530464129969, 1
11.132, 0.052869977, 0.004299725, 11.13, -1.46382576743, 0.816742362613, 0.816742362613, 0.530464129969, 1
11.133, 0.052874675, 0.004300103, 11.13, -1.46382576743, 0.816742362613, 0.816742362613, 0.530464129969, 1
11.134, 0.052879356, 0.004300473, 11.13, -1.46382576743, 0.816742362613, 0.816742362613, 0.530464129969, 1
11.135, 0.052884105, 0.004300845, 11.13, -1.46382576743, 0.816742362613, 0.816742362613, 0.530464129969, 1
11.136, 0.052888806, 0.004301214, 11.13, -1.46382576743, 0.816742362613, 0.816742362613, 0.530464129969, 1
11.137, 0.052893576, 0.004301573, 11.13, -1.46382576743, 0.816742362613, 0.816742362613, 0.530464129969, 1
11.138, 0.052898376, 0.004301954, 11.13, -1.46382576743, 0.816742362613, 0.816742362613, 0.530464129969, 1
11.139, 0.052903116, 0.004302313, 11.13, -1.46382576743, 0.816742362613, 0.816742362613, 0.530464129969, 1
11.14, 0.052910406, 0.004302833, 11.14, -1.4556583438, 0.822047003913, 0.822047003913, 0.535836071376, 1
11.141, 0.052915306, 0.004303213, 11.14, -1.4556583438, 0.822047003913, 0.822047003913, 0.535836071376, 1
11.142, 0.052920326, 0.004303593, 11.14, -1.4556583438, 0.822047003913, 0.822047003913, 0.535836071376, 1
11.143, 0.052925026, 0.004303943, 11.14, -1.4556583438, 0.822047003913, 0.822047003913, 0.535836071376, 1
11.144, 0.052929926, 0.004304313, 11.14, -1.4556583438, 0.822047003913, 0.822047003913, 0.535836071376, 1
11.145, 0.052934906, 0.004304683, 11.14, -1.4556583438, 0.822047003913, 0.822047003913, 0.535836071376, 1
11.146, 0.052939726, 0.004305043, 11.14, -1.4556583438, 0.822047003913, 0.822047003913, 0.535836071376, 1
11.147, 0.052944486, 0.004305411, 11.14, -1.4556583438, 0.822047003913, 0.822047003913, 0.535836071376, 1
11.148, 0.052949256, 0.004305769, 11.14, -1.4556583438, 0.822047003913, 0.822047003913, 0.535836071376, 1
11.149, 0.052953976, 0.004306117, 11.14, -1.4556583438, 0.822047003913, 0.822047003913, 0.535836071376, 1
11.15, 0.052958925, 0.004306638, 11.15, -1.44743787376, 0.827405364627, 0.827405364627, 0.541365787047, 1
11.151, 0.052963765, 0.004307006, 11.15, -1.44743787376, 0.827405364627, 0.827405364627, 0.541365787047, 1
11.152, 0.052968565, 0.004307386, 11.15, -1.44743787376, 0.827405364627, 0.827405364627, 0.541365787047, 1
11.153, 0.052973375, 0.004307756, 11.15, -1.44743787376, 0.827405364627, 0.827405364627, 0.541365787047, 1
11.154, 0.052978155, 0.004308114, 11.15, -1.44743787376, 0.827405364627, 0.827405364627, 0.541365787047, 1
11.155, 0.052982945, 0.004308475, 11.15, -1.44743787376, 0.827405364627, 0.827405364627, 0.541365787047, 1
11.156, 0.052987895, 0.004308835, 11.15, -1.44743787376, 0.827405364627, 0.827405364627, 0.541365787047, 1
11.157, 0.052992675, 0.004309195, 11.15, -1.44743787376, 0.827405364627, 0.827405364627, 0.541365787047, 1
11.158, 0.052997505, 0.004309565, 11.15, -1.44743787376, 0.827405364627, 0.827405364627, 0.541365787047, 1
11.159, 0.053002275, 0.004309925, 11.15, -1.44743787376, 0.827405364627, 0.827405364627, 0.541365787047, 1
11.16, 0.053007125, 0.004310445, 11.16, -1.43916382012, 0.832819022497, 0.832819022497, 0.547054328416, 1
11.161, 0.053012015, 0.004310805, 11.16, -1.43916382012, 0.832819022497, 0.832819022497, 0.547054328416, 1
11.162, 0.053016835, 0.004311174, 11.16, -1.43916382012, 0.832819022497, 0.832819022497, 0.547054328416, 1
11.163, 0.053021586, 0.004311533, 11.16, -1.43916382012, 0.832819022497, 0.832819022497, 0.547054328416, 1
11.164, 0.053026446, 0.004311891, 11.16, -1.43916382012, 0.832819022497, 0.832819022497, 0.547054328416, 1
11.165, 0.053031456, 0.00431226, 11.16, -1.43916382012, 0.832819022497, 0.832819022497, 0.547054328416, 1
11.166, 0.053036296, 0.004312629, 11.16, -1.43916382012, 0.832819022497, 0.832819022497, 0.547054328416, 1
11.167, 0.053041205, 0.004312999, 11.16, -1.43916382012, 0.832819022497, 0.832819022497, 0.547054328416, 1
11.168, 0.053046116, 0.00431337, 11.16, -1.43916382012, 0.832819022497, 0.832819022497, 0.547054328416, 1
11.169, 0.053051006, 0.004313731, 11.16, -1.43916382012, 0.832819022497, 0.832819022497, 0.547054328416, 1
11.17, 0.053056086, 0.004314291, 11.17, -1.43083562989, 0.838289565781, 0.838289565781, 0.552902847765, 1
11.171, 0.053061017, 0.004314641, 11.17, -1.43083562989, 0.838289565781, 0.838289565781, 0.552902847765, 1
11.172, 0.053065938, 0.004315011, 11.17, -1.43083562989, 0.838289565781, 0.838289565781, 0.552902847765, 1
11.173, 0.053070818, 0.004315371, 11.17, -1.43083562989, 0.838289565781, 0.838289565781, 0.552902847765, 1
11.174, 0.053075718, 0.004315721, 11.17, -1.43083562989, 0.838289565781, 0.838289565781, 0.552902847765, 1
11.175, 0.053080508, 0.004316091, 11.17, -1.43083562989, 0.838289565781, 0.838289565781, 0.552902847765, 1
11.176, 0.053085388, 0.004316441, 11.17, -1.43083562989, 0.838289565781, 0.838289565781, 0.552902847765, 1
11.177, 0.053090238, 0.004316811, 11.17, -1.43083562989, 0.838289565781, 0.838289565781, 0.552902847765, 1
11.178, 0.053097398, 0.004317179, 11.17, -1.43083562989, 0.838289565781, 0.838289565781, 0.552902847765, 1
11.179, 0.053102288, 0.00431754, 11.17, -1.43083562989, 0.838289565781, 0.838289565781, 0.552902847765, 1
11.18, 0.053107328, 0.00431807, 11.18, -1.42245273423, 0.843818594259, 0.843818594259, 0.558912596476, 1
11.181, 0.053112267, 0.00431844, 11.18, -1.42245273423, 0.843818594259, 0.843818594259, 0.558912596476, 1
11.182, 0.053117138, 0.004318819, 11.18, -1.42245273423, 0.843818594259, 0.843818594259, 0.558912596476, 1
11.183, 0.053122007, 0.004319198, 11.18, -1.42245273423, 0.843818594259, 0.843818594259, 0.558912596476, 1
11.184, 0.053126827, 0.004319577, 11.18, -1.42245273423, 0.843818594259, 0.843818594259, 0.558912596476, 1
11.185, 0.053131707, 0.004319927, 11.18, -1.42245273423, 0.843818594259, 0.843818594259, 0.558912596476, 1
11.186, 0.053136617, 0.004320287, 11.18, -1.42245273423, 0.843818594259, 0.843818594259, 0.558912596476, 1
11.187, 0.053141467, 0.004320647, 11.18, -1.42245273423, 0.843818594259, 0.843818594259, 0.558912596476, 1
11.188, 0.053146397, 0.004321017, 11.18, -1.42245273423, 0.843818594259, 0.843818594259, 0.558912596476, 1
11.189, 0.053151187, 0.004321387, 11.18, -1.42245273423, 0.843818594259, 0.843818594259, 0.558912596476, 1
11.19, 0.053156117, 0.004321897, 11.19, -1.41401454829, 0.849407720224, 0.849407720224, 0.565084923335, 1
11.191, 0.053161037, 0.004322257, 11.19, -1.41401454829, 0.849407720224, 0.849407720224, 0.565084923335, 1
11.192, 0.053165947, 0.004322627, 11.19, -1.41401454829, 0.849407720224, 0.849407720224, 0.565084923335, 1
11.193, 0.053170756, 0.004322977, 11.19, -1.41401454829, 0.849407720224, 0.849407720224, 0.565084923335, 1
11.194, 0.053175605, 0.004323337, 11.19, -1.41401454829, 0.849407720224, 0.849407720224, 0.565084923335, 1
11.195, 0.053180494, 0.004323705, 11.19, -1.41401454829, 0.849407720224, 0.849407720224, 0.565084923335, 1
11.196, 0.053185314, 0.004324066, 11.19, -1.41401454829, 0.849407720224, 0.849407720224, 0.565084923335, 1
11.197, 0.053190154, 0.004324423, 11.19, -1.41401454829, 0.849407720224, 0.849407720224, 0.565084923335, 1
11.198, 0.053195133, 0.004324775, 11.19, -1.41401454829, 0.849407720224, 0.849407720224, 0.565084923335, 1
11.199, 0.053200044, 0.004325134, 11.19, -1.41401454829, 0.849407720224, 0.849407720224, 0.565084923335, 1
11.2, 0.053205033, 0.004325673, 11.2, -1.40552047109, 0.855058569457, 0.855058569457, 0.571421272871, 1
11.201, 0.053209863, 0.004326034, 11.2, -1.40552047109, 0.855058569457, 0.855058569457, 0.571421272871, 1
11.202, 0.053214593, 0.004326404, 11.2, -1.40552047109, 0.855058569457, 0.855058569457, 0.571421272871, 1
11.203, 0.053219363, 0.004326764, 11.2, -1.40552047109, 0.855058569457, 0.855058569457, 0.571421272871, 1
11.204, 0.053224133, 0.004327114, 11.2, -1.40552047109, 0.855058569457, 0.855058569457, 0.571421272871, 1
11.205, 0.053228853, 0.004327474, 11.2, -1.40552047109, 0.855058569457, 0.855058569457, 0.571421272871, 1
11.206, 0.053233623, 0.004327834, 11.2, -1.40552047109, 0.855058569457, 0.855058569457, 0.571421272871, 1
11.207, 0.053238323, 0.004328194, 11.2, -1.40552047109, 0.855058569457, 0.855058569457, 0.571421272871, 1
11.208, 0.053243093, 0.004328565, 11.2, -1.40552047109, 0.855058569457, 0.855058569457, 0.571421272871, 1
11.209, 0.053247823, 0.004328933, 11.2, -1.40552047109, 0.855058569457, 0.855058569457, 0.571421272871, 1
11.21, 0.053252703, 0.004329452, 11.21, -1.3969698854, 0.860772782186, 0.860772782186, 0.57792318373, 1
11.211, 0.053257592, 0.004329812, 11.21, -1.3969698854, 0.860772782186, 0.860772782186, 0.57792318373, 1
11.212, 0.053262442, 0.00433018, 11.21, -1.3969698854, 0.860772782186, 0.860772782186, 0.57792318373, 1
11.213, 0.053267211, 0.004330548, 11.21, -1.3969698854, 0.860772782186, 0.860772782186, 0.57792318373, 1
11.214, 0.053272072, 0.004330899, 11.21, -1.3969698854, 0.860772782186, 0.860772782186, 0.57792318373, 1
11.215, 0.053276832, 0.004331269, 11.21, -1.3969698854, 0.860772782186, 0.860772782186, 0.57792318373, 1
11.216, 0.053281612, 0.004331638, 11.21, -1.3969698854, 0.860772782186, 0.860772782186, 0.57792318373, 1
11.217, 0.053289153, 0.004331996, 11.21, -1.3969698854, 0.860772782186, 0.860772782186, 0.57792318373, 1
11.218, 0.053293993, 0.004332366, 11.21, -1.3969698854, 0.860772782186, 0.860772782186, 0.57792318373, 1
11.219, 0.053298803, 0.004332726, 11.21, -1.3969698854, 0.860772782186, 0.860772782186, 0.57792318373, 1
11.22, 0.053303773, 0.004333256, 11.22, -1.38836215757, 0.866552014023, 0.866552014023, 0.584592287069, 1
11.221, 0.053308643, 0.004333626, 11.22, -1.38836215757, 0.866552014023, 0.866552014023, 0.584592287069, 1
11.222, 0.053313473, 0.004333996, 11.22, -1.38836215757, 0.866552014023, 0.866552014023, 0.584592287069, 1
11.223, 0.053318273, 0.004334356, 11.22, -1.38836215757, 0.866552014023, 0.866552014023, 0.584592287069, 1
11.224, 0.053323154, 0.004334726, 11.22, -1.38836215757, 0.866552014023, 0.866552014023, 0.584592287069, 1
11.225, 0.053328043, 0.004335076, 11.22, -1.38836215757, 0.866552014023, 0.866552014023, 0.584592287069, 1
11.226, 0.053332792, 0.004335448, 11.22, -1.38836215757, 0.866552014023, 0.866552014023, 0.584592287069, 1
11.227, 0.053337552, 0.004335828, 11.22, -1.38836215757, 0.866552014023, 0.866552014023, 0.584592287069, 1
11.228, 0.053342281, 0.004336187, 11.22, -1.38836215757, 0.866552014023, 0.866552014023, 0.584592287069, 1
11.229, 0.05334697, 0.004336556, 11.22, -1.38836215757, 0.866552014023, 0.866552014023, 0.584592287069, 1
11.23, 0.05335198, 0.004337085, 11.23, -1.37969663743, 0.872397936894, 0.872397936894, 0.591430304962, 1
11.231, 0.053356709, 0.004337436, 11.23, -1.37969663743, 0.872397936894, 0.872397936894, 0.591430304962, 1
11.232, 0.05336154, 0.004337794, 11.23, -1.37969663743, 0.872397936894, 0.872397936894, 0.591430304962, 1
11.233, 0.05336626, 0.004338164, 11.23, -1.37969663743, 0.872397936894, 0.872397936894, 0.591430304962, 1
11.234, 0.05337105, 0.004338534, 11.23, -1.37969663743, 0.872397936894, 0.872397936894, 0.591430304962, 1
11.235, 0.05337584, 0.004338884, 11.23, -1.37969663743, 0.872397936894, 0.872397936894, 0.591430304962, 1
11.236, 0.05338061, 0.004339264, 11.23, -1.37969663743, 0.872397936894, 0.872397936894, 0.591430304962, 1
11.237, 0.05338537, 0.004339634, 11.23, -1.37969663743, 0.872397936894, 0.872397936894, 0.591430304962, 1
11.238, 0.05339016, 0.004340004, 11.23, -1.37969663743, 0.872397936894, 0.872397936894, 0.591430304962, 1
11.239, 0.05339487, 0.004340373, 11.23, -1.37969663743, 0.872397936894, 0.872397936894, 0.591430304962, 1
