"time","model.root.$wallTime","model.root.fmu.$wallTime","system.fmu.time","system.fmu.x0","system.fmu.der(x0)","system.fmu.x1","system.fmu.der(x1)","system.fmu.mu"
14.342, 0.068843741, 0.005535729, 14.34, 1.5777295278, -0.74418082141, -0.74418082141, -0.469472778661, 1
14.343, 0.068848611, 0.005536086, 14.34, 1.5777295278, -0.74418082141, -0.74418082141, -0.469472778661, 1
14.344, 0.06885355, 0.005536438, 14.34, 1.5777295278, -0.74418082141, -0.74418082141, -0.469472778661, 1
14.345, 0.06885839, 0.005536787, 14.34, 1.5777295278, -0.74418082141, -0.74418082141, -0.469472778661, 1
14.346, 0.0688633, 0.00553714, 14.34, 1.5777295278, -0.74418082141, -0.74418082141, -0.469472778661, 1
14.347, 0.06886822, 0.005537479, 14.34, 1.5777295278, -0.74418082141, -0.74418082141, -0.469472778661, 1
14.348, 0.068873071, 0.005537839, 14.34, 1.5777295278, -0.74418082141, -0.74418082141, -0.469472778661, 1
14.349, 0.068877902, 0.005538189, 14.34, 1.5777295278, -0.74418082141, -0.74418082141, -0.469472778661, 1
14.35, 0.068882852, 0.005538709, 14.35, 1.57028771958, -0.748875549197, -0.748875549197, -0.472583301828, 1
14.351, 0.068887812, 0.005539059, 14.35, 1.57028771958, -0.748875549197, -0.748875549197, -0.472583301828, 1
14.352, 0.068892682, 0.005539429, 14.35, 1.57028771958, -0.748875549197, -0.748875549197, -0.472583301828, 1
14.353, 0.068897532, 0.005539779, 14.35, 1.57028771958, -0.748875549197, -0.748875549197, -0.472583301828, 1
14.354, 0.068902412, 0.005540139, 14.35, 1.57028771958, -0.748875549197, -0.748875549197, -0.472583301828, 1
14.355, 0.068907423, 0.005540499, 14.35, 1.57028771958, -0.748875549197, -0.748875549197, -0.472583301828, 1
14.356, 0.068912253, 0.005540847, 14.35, 1.57028771958, -0.748875549197, -0.748875549197, -0.472583301828, 1
14.357, 0.068917133, 0.005541208, 14.35, 1.57028771958, -0.748875549197, -0.748875549197, -0.472583301828, 1
14.358, 0.068922162, 0.00554156, 14.35, 1.57028771958, -0.748875549197, -0.748875549197, -0.472583301828, 1
14.359, 0.068927131, 0.005541903, 14.35, 1.57028771958, -0.748875549197, -0.748875549197, -0.472583301828, 1
14.36, 0.068932091, 0.005542393, 14.36, 1.56279896409, -0.753601382215, -0.753601382215, -0.475849092677, 1
14.361, 0.068937032, 0.005542752, 14.36, 1.56279896409, -0.753601382215, -0.753601382215, -0.475849092677, 1
14.362, 0.068941943, 0.005543109, 14.36, 1.56279896409, -0.753601382215, -0.753601382215, -0.475849092677, 1
14.363, 0.068946783, 0.005543471, 14.36, 1.56279896409, -0.753601382215, -0.753601382215, -0.475849092677, 1
14.364, 0.068951633, 0.00554382, 14.36, 1.56279896409, -0.753601382215, -0.753601382215, -0.475849092677, 1
14.365, 0.068956563, 0.00554416, 14.36, 1.56279896409, -0.753601382215, -0.753601382215, -0.475849092677, 1
14.366, 0.068963873, 0.00554451, 14.36, 1.56279896409, -0.753601382215, -0.753601382215, -0.475849092677, 1
14.367, 0.068968863, 0.00554487, 14.36, 1.56279896409, -0.753601382215, -0.753601382215, -0.475849092677, 1
14.368, 0.068973943, 0.00554523, 14.36, 1.56279896409, -0.753601382215, -0.753601382215, -0.475849092677, 1
14.369, 0.068978703, 0.0055456, 14.36, 1.56279896409, -0.753601382215, -0.753601382215, -0.475849092677, 1
14.37, 0.068983793, 0.005546131, 14.37, 1.55526295027, -0.758359873142, -0.758359873142, -0.479269470723, 1
14.371, 0.068988602, 0.005546491, 14.37, 1.55526295027, -0.758359873142, -0.758359873142, -0.479269470723, 1
14.372, 0.068993391, 0.005546844, 14.37, 1.55526295027, -0.758359873142, -0.758359873142, -0.479269470723, 1
14.373, 0.068998252, 0.005547216, 14.37, 1.55526295027, -0.758359873142, -0.758359873142, -0.479269470723, 1
14.374, 0.069003162, 0.005547574, 14.37, 1.55526295027, -0.758359873142, -0.758359873142, -0.479269470723, 1
14.375, 0.069007872, 0.005547926, 14.37, 1.55526295027, -0.758359873142, -0.758359873142, -0.479269470723, 1
14.376, 0.069012552, 0.005548278, 14.37, 1.55526295027, -0.758359873142, -0.758359873142, -0.479269470723, 1
14.377, 0.069017372, 0.005548625, 14.37, 1.55526295027, -0.758359873142, -0.758359873142, -0.479269470723, 1
14.378, 0.069022071, 0.005548975, 14.37, 1.55526295027, -0.758359873142, -0.758359873142, -0.479269470723, 1
14.379, 0.069026802, 0.005549336, 14.37, 1.55526295027, -0.758359873142, -0.758359873142, -0.479269470723, 1
14.38, 0.069031733, 0.005549845, 14.38, 1.54767935154, -0.763152567849, -0.763152567849, -0.482843892625, 1
14.381, 0.069036553, 0.005550185, 14.38, 1.54767935154, -0.763152567849, -0.763152567849, -0.482843892625, 1
14.382, 0.069041353, 0.005550535, 14.38, 1.54767935154, -0.763152567849, -0.763152567849, -0.482843892625, 1
14.383, 0.069046113, 0.005550885, 14.38, 1.54767935154, -0.763152567849, -0.763152567849, -0.482843892625, 1
14.384, 0.069050973, 0.005551235, 14.38, 1.54767935154, -0.763152567849, -0.763152567849, -0.482843892625, 1
14.385, 0.069055763, 0.005551575, 14.38, 1.54767935154, -0.763152567849, -0.763152567849, -0.482843892625, 1
14.386, 0.069060694, 0.005551936, 14.38, 1.54767935154, -0.763152567849, -0.763152567849, -0.482843892625, 1
14.387, 0.069065503, 0.005552298, 14.38, 1.54767935154, -0.763152567849, -0.763152567849, -0.482843892625, 1
14.388, 0.069070452, 0.00555265, 14.38, 1.54767935154, -0.763152567849, -0.763152567849, -0.482843892625, 1
14.389, 0.069075262, 0.005553011, 14.38, 1.54767935154, -0.763152567849, -0.763152567849, -0.482843892625, 1
14.39, 0.069080192, 0.005553551, 14.39, 1.54004782586, -0.767981006776, -0.767981006776, -0.486571948809, 1
14.391, 0.069085133, 0.005553912, 14.39, 1.54004782586, -0.767981006776, -0.767981006776, -0.486571948809, 1
14.392, 0.069089893, 0.005554261, 14.39, 1.54004782586, -0.767981006776, -0.767981006776, -0.486571948809, 1
14.393, 0.069094763, 0.005554614, 14.39, 1.54004782586, -0.767981006776, -0.767981006776, -0.486571948809, 1
14.394, 0.069099592, 0.005554985, 14.39, 1.54004782586, -0.767981006776, -0.767981006776, -0.486571948809, 1
14.395, 0.069104442, 0.005555326, 14.39, 1.54004782586, -0.767981006776, -0.767981006776, -0.486571948809, 1
14.396, 0.069109382, 0.005555676, 14.39, 1.54004782586, -0.767981006776, -0.767981006776, -0.486571948809, 1
14.397, 0.069114252, 0.005556036, 14.39, 1.54004782586, -0.767981006776, -0.767981006776, -0.486571948809, 1
14.398, 0.069118982, 0.005556406, 14.39, 1.54004782586, -0.767981006776, -0.767981006776, -0.486571948809, 1
14.399, 0.069123782, 0.005556756, 14.39, 1.54004782586, -0.767981006776, -0.767981006776, -0.486571948809, 1
14.4, 0.069128652, 0.005557276, 14.4, 1.53236801579, -0.772846726264, -0.772846726264, -0.490453360258, 1
14.401, 0.069133502, 0.005557625, 14.4, 1.53236801579, -0.772846726264, -0.772846726264, -0.490453360258, 1
14.402, 0.069138362, 0.005557975, 14.4, 1.53236801579, -0.772846726264, -0.772846726264, -0.490453360258, 1
14.403, 0.069143093, 0.005558333, 14.4, 1.53236801579, -0.772846726264, -0.772846726264, -0.490453360258, 1
14.404, 0.069150154, 0.005558691, 14.4, 1.53236801579, -0.772846726264, -0.772846726264, -0.490453360258, 1
14.405, 0.069154954, 0.00555904, 14.4, 1.53236801579, -0.772846726264, -0.772846726264, -0.490453360258, 1
14.406, 0.069159823, 0.005559401, 14.4, 1.53236801579, -0.772846726264, -0.772846726264, -0.490453360258, 1
14.407, 0.069164684, 0.005559751, 14.4, 1.53236801579, -0.772846726264, -0.772846726264, -0.490453360258, 1
14.408, 0.069169444, 0.00556011, 14.4, 1.53236801579, -0.772846726264, -0.772846726264, -0.490453360258, 1
14.409, 0.069174284, 0.005560469, 14.4, 1.53236801579, -0.772846726264, -0.772846726264, -0.490453360258, 1
14.41, 0.069179214, 0.005560998, 14.41, 1.52463954853, -0.777751259866, -0.777751259866, -0.494487975458, 1
14.411, 0.069184074, 0.005561368, 14.41, 1.52463954853, -0.777751259866, -0.777751259866, -0.494487975458, 1
14.412, 0.069189014, 0.005561728, 14.41, 1.52463954853, -0.777751259866, -0.777751259866, -0.494487975458, 1
14.413, 0.069193674, 0.005562058, 14.41, 1.52463954853, -0.777751259866, -0.777751259866, -0.494487975458, 1
14.414, 0.069198544, 0.005562408, 14.41, 1.52463954853, -0.777751259866, -0.777751259866, -0.494487975458, 1
14.415, 0.069203374, 0.005562768, 14.41, 1.52463954853, -0.777751259866, -0.777751259866, -0.494487975458, 1
14.416, 0.069208124, 0.005563128, 14.41, 1.52463954853, -0.777751259866, -0.777751259866, -0.494487975458, 1
14.417, 0.069212954, 0.005563487, 14.41, 1.52463954853, -0.777751259866, -0.777751259866, -0.494487975458, 1
14.418, 0.069218014, 0.005563838, 14.41, 1.52463954853, -0.777751259866, -0.777751259866, -0.494487975458, 1
14.419, 0.069222813, 0.005564186, 14.41, 1.52463954853, -0.777751259866, -0.777751259866, -0.494487975458, 1
14.42, 0.069227753, 0.005564708, 14.42, 1.51686203593, -0.782696139621, -0.782696139621, -0.498675767492, 1
14.421, 0.069232793, 0.005565056, 14.42, 1.51686203593, -0.782696139621, -0.782696139621, -0.498675767492, 1
14.422, 0.069237683, 0.005565417, 14.42, 1.51686203593, -0.782696139621, -0.782696139621, -0.498675767492, 1
14.423, 0.069242644, 0.005565796, 14.42, 1.51686203593, -0.782696139621, -0.782696139621, -0.498675767492, 1
14.424, 0.069247624, 0.005566157, 14.42, 1.51686203593, -0.782696139621, -0.782696139621, -0.498675767492, 1
14.425, 0.069252535, 0.005566536, 14.42, 1.51686203593, -0.782696139621, -0.782696139621, -0.498675767492, 1
14.426, 0.069257515, 0.005566877, 14.42, 1.51686203593, -0.782696139621, -0.782696139621, -0.498675767492, 1
14.427, 0.069262315, 0.005567237, 14.42, 1.51686203593, -0.782696139621, -0.782696139621, -0.498675767492, 1
14.428, 0.069267135, 0.005567597, 14.42, 1.51686203593, -0.782696139621, -0.782696139621, -0.498675767492, 1
14.429, 0.069272075, 0.005567957, 14.42, 1.51686203593, -0.782696139621, -0.782696139621, -0.498675767492, 1
14.43, 0.069277165, 0.005568487, 14.43, 1.50903507453, -0.787682897296, -0.787682897296, -0.503016831277, 1
14.431, 0.069282085, 0.005568847, 14.43, 1.50903507453, -0.787682897296, -0.787682897296, -0.503016831277, 1
14.432, 0.069287295, 0.005569288, 14.43, 1.50903507453, -0.787682897296, -0.787682897296, -0.503016831277, 1
14.433, 0.069292596, 0.005569757, 14.43, 1.50903507453, -0.787682897296, -0.787682897296, -0.503016831277, 1
14.434, 0.069297466, 0.005570114, 14.43, 1.50903507453, -0.787682897296, -0.787682897296, -0.503016831277, 1
14.435, 0.069302417, 0.005570475, 14.43, 1.50903507453, -0.787682897296, -0.787682897296, -0.503016831277, 1
14.436, 0.069307217, 0.005570825, 14.43, 1.50903507453, -0.787682897296, -0.787682897296, -0.503016831277, 1
14.437, 0.069312038, 0.005571186, 14.43, 1.50903507453, -0.787682897296, -0.787682897296, -0.503016831277, 1
14.438, 0.069317059, 0.005571537, 14.43, 1.50903507453, -0.787682897296, -0.787682897296, -0.503016831277, 1
14.439, 0.069322208, 0.005571897, 14.43, 1.50903507453, -0.787682897296, -0.787682897296, -0.503016831277, 1
14.44, 0.069327228, 0.005572418, 14.44, 1.50115824556, -0.792713065609, -0.792713065609, -0.507511380934, 1
14.441, 0.069332258, 0.005572778, 14.44, 1.50115824556, -0.792713065609, -0.792713065609, -0.507511380934, 1
14.442, 0.069339538, 0.005573128, 14.44, 1.50115824556, -0.792713065609, -0.792713065609, -0.507511380934, 1
14.443, 0.069344518, 0.005573488, 14.44, 1.50115824556, -0.792713065609, -0.792713065609, -0.507511380934, 1
14.444, 0.069349368, 0.005573838, 14.44, 1.50115824556, -0.792713065609, -0.792713065609, -0.507511380934, 1
14.445, 0.069354268, 0.005574188, 14.44, 1.50115824556, -0.792713065609, -0.792713065609, -0.507511380934, 1
14.446, 0.069359118, 0.005574538, 14.44, 1.50115824556, -0.792713065609, -0.792713065609, -0.507511380934, 1
14.447, 0.069363968, 0.005574896, 14.44, 1.50115824556, -0.792713065609, -0.792713065609, -0.507511380934, 1
14.448, 0.069368908, 0.005575258, 14.44, 1.50115824556, -0.792713065609, -0.792713065609, -0.507511380934, 1
14.449, 0.069373698, 0.005575636, 14.44, 1.50115824556, -0.792713065609, -0.792713065609, -0.507511380934, 1
14.45, 0.069378699, 0.005576176, 14.45, 1.4932311149, -0.797788179418, -0.797788179418, -0.512159747281, 1
14.451, 0.069383568, 0.005576514, 14.45, 1.4932311149, -0.797788179418, -0.797788179418, -0.512159747281, 1
14.452, 0.069388429, 0.005576875, 14.45, 1.4932311149, -0.797788179418, -0.797788179418, -0.512159747281, 1
14.453, 0.069393189, 0.005577245, 14.45, 1.4932311149, -0.797788179418, -0.797788179418, -0.512159747281, 1
14.454, 0.06939797, 0.005577597, 14.45, 1.4932311149, -0.797788179418, -0.797788179418, -0.512159747281, 1
14.455, 0.069402799, 0.005577947, 14.45, 1.4932311149, -0.797788179418, -0.797788179418, -0.512159747281, 1
14.456, 0.069407619, 0.005578288, 14.45, 1.4932311149, -0.797788179418, -0.797788179418, -0.512159747281, 1
14.457, 0.069412519, 0.005578638, 14.45, 1.4932311149, -0.797788179418, -0.797788179418, -0.512159747281, 1
14.458, 0.069417329, 0.005578988, 14.45, 1.4932311149, -0.797788179418, -0.797788179418, -0.512159747281, 1
14.459, 0.069422069, 0.005579348, 14.45, 1.4932311149, -0.797788179418, -0.797788179418, -0.512159747281, 1
14.46, 0.069427089, 0.005579848, 14.46, 1.48525323311, -0.802909776891, -0.802909776891, -0.516962375451, 1
14.461, 0.069431809, 0.005580188, 14.46, 1.48525323311, -0.802909776891, -0.802909776891, -0.516962375451, 1
14.462, 0.069436589, 0.005580538, 14.46, 1.48525323311, -0.802909776891, -0.802909776891, -0.516962375451, 1
14.463, 0.069441499, 0.005580886, 14.46, 1.48525323311, -0.802909776891, -0.802909776891, -0.516962375451, 1
14.464, 0.069446349, 0.005581234, 14.46, 1.48525323311, -0.802909776891, -0.802909776891, -0.516962375451, 1
14.465, 0.069451309, 0.005581572, 14.46, 1.48525323311, -0.802909776891, -0.802909776891, -0.516962375451, 1
14.466, 0.069456289, 0.005581923, 14.46, 1.48525323311, -0.802909776891, -0.802909776891, -0.516962375451, 1
14.467, 0.06946115, 0.005582284, 14.46, 1.48525323311, -0.802909776891, -0.802909776891, -0.516962375451, 1
14.468, 0.069466081, 0.005582634, 14.46, 1.48525323311, -0.802909776891, -0.802909776891, -0.516962375451, 1
14.469, 0.069470872, 0.005582991, 14.46, 1.48525323311, -0.802909776891, -0.802909776891, -0.516962375451, 1
14.47, 0.069475872, 0.005583511, 14.47, 1.47722413534, -0.808079400645, -0.808079400645, -0.521919822607, 1
14.471, 0.069480691, 0.005583862, 14.47, 1.47722413534, -0.808079400645, -0.808079400645, -0.521919822607, 1
14.472, 0.069485671, 0.005584223, 14.47, 1.47722413534, -0.808079400645, -0.808079400645, -0.521919822607, 1
14.473, 0.069490361, 0.005584573, 14.47, 1.47722413534, -0.808079400645, -0.808079400645, -0.521919822607, 1
14.474, 0.069495211, 0.005584923, 14.47, 1.47722413534, -0.808079400645, -0.808079400645, -0.521919822607, 1
14.475, 0.069500001, 0.005585263, 14.47, 1.47722413534, -0.808079400645, -0.808079400645, -0.521919822607, 1
14.476, 0.069504711, 0.005585613, 14.47, 1.47722413534, -0.808079400645, -0.808079400645, -0.521919822607, 1
14.477, 0.069509471, 0.005585953, 14.47, 1.47722413534, -0.808079400645, -0.808079400645, -0.521919822607, 1
14.478, 0.069514232, 0.005586294, 14.47, 1.47722413534, -0.808079400645, -0.808079400645, -0.521919822607, 1
14.479, 0.06952113, 0.005586653, 14.47, 1.47722413534, -0.808079400645, -0.808079400645, -0.521919822607, 1
14.48, 0.06952613, 0.005587173, 14.48, 1.46914334133, -0.813298598871, -0.813298598871, -0.527032755775, 1
14.481, 0.069531029, 0.005587532, 14.48, 1.46914334133, -0.813298598871, -0.813298598871, -0.527032755775, 1
14.482, 0.069535709, 0.005587872, 14.48, 1.46914334133, -0.813298598871, -0.813298598871, -0.527032755775, 1
14.483, 0.069540478, 0.005588222, 14.48, 1.46914334133, -0.813298598871, -0.813298598871, -0.527032755775, 1
14.484, 0.069545268, 0.005588582, 14.48, 1.46914334133, -0.813298598871, -0.813298598871, -0.527032755775, 1
14.485, 0.069550028, 0.005588933, 14.48, 1.46914334133, -0.813298598871, -0.813298598871, -0.527032755775, 1
14.486, 0.069554757, 0.005589295, 14.48, 1.46914334133, -0.813298598871, -0.813298598871, -0.527032755775, 1
14.487, 0.069559817, 0.005589657, 14.48, 1.46914334133, -0.813298598871, -0.813298598871, -0.527032755775, 1
14.488, 0.069564657, 0.005590007, 14.48, 1.46914334133, -0.813298598871, -0.813298598871, -0.527032755775, 1
14.489, 0.069569447, 0.005590357, 14.48, 1.46914334133, -0.813298598871, -0.813298598871, -0.527032755775, 1
14.49, 0.069574387, 0.005590887, 14.49, 1.46101035534, -0.818568926429, -0.818568926429, -0.532301949757, 1
14.491, 0.069579187, 0.005591247, 14.49, 1.46101035534, -0.818568926429, -0.818568926429, -0.532301949757, 1
14.492, 0.069583977, 0.005591597, 14.49, 1.46101035534, -0.818568926429, -0.818568926429, -0.532301949757, 1
14.493, 0.069588847, 0.005591947, 14.49, 1.46101035534, -0.818568926429, -0.818568926429, -0.532301949757, 1
14.494, 0.069593487, 0.005592288, 14.49, 1.46101035534, -0.818568926429, -0.818568926429, -0.532301949757, 1
14.495, 0.069598407, 0.005592639, 14.49, 1.46101035534, -0.818568926429, -0.818568926429, -0.532301949757, 1
14.496, 0.069603108, 0.005592989, 14.49, 1.46101035534, -0.818568926429, -0.818568926429, -0.532301949757, 1
14.497, 0.069607828, 0.005593352, 14.49, 1.46101035534, -0.818568926429, -0.818568926429, -0.532301949757, 1
14.498, 0.069612649, 0.0055937, 14.49, 1.46101035534, -0.818568926429, -0.818568926429, -0.532301949757, 1
14.499, 0.069617518, 0.00559406, 14.49, 1.46101035534, -0.818568926429, -0.818568926429, -0.532301949757, 1
14.5, 0.069622439, 0.005594589, 14.5, 1.45282466608, -0.823891945927, -0.823891945927, -0.53772828514, 1
14.501, 0.069627199, 0.005594939, 14.5, 1.45282466608, -0.823891945927, -0.823891945927, -0.53772828514, 1
14.502, 0.069631938, 0.005595288, 14.5, 1.45282466608, -0.823891945927, -0.823891945927, -0.53772828514, 1
14.503, 0.069636658, 0.005595658, 14.5, 1.45282466608, -0.823891945927, -0.823891945927, -0.53772828514, 1
14.504, 0.069641528, 0.005596008, 14.5, 1.45282466608, -0.823891945927, -0.823891945927, -0.53772828514, 1
14.505, 0.069646148, 0.005596358, 14.5, 1.45282466608, -0.823891945927, -0.823891945927, -0.53772828514, 1
14.506, 0.069650828, 0.005596728, 14.5, 1.45282466608, -0.823891945927, -0.823891945927, -0.53772828514, 1
14.507, 0.069655498, 0.005597088, 14.5, 1.45282466608, -0.823891945927, -0.823891945927, -0.53772828514, 1
14.508, 0.069660108, 0.005597448, 14.5, 1.45282466608, -0.823891945927, -0.823891945927, -0.53772828514, 1
14.509, 0.069664758, 0.005597808, 14.5, 1.45282466608, -0.823891945927, -0.823891945927, -0.53772828514, 1
14.51, 0.069669508, 0.005598328, 14.51, 1.44458574662, -0.829269228778, -0.829269228778, -0.543312746378, 1
14.511, 0.069674447, 0.005598687, 14.51, 1.44458574662, -0.829269228778, -0.829269228778, -0.543312746378, 1
14.512, 0.069679347, 0.005599037, 14.51, 1.44458574662, -0.829269228778, -0.829269228778, -0.543312746378, 1
14.513, 0.069684217, 0.005599375, 14.51, 1.44458574662, -0.829269228778, -0.829269228778, -0.543312746378, 1
14.514, 0.069689057, 0.005599724, 14.51, 1.44458574662, -0.829269228778, -0.829269228778, -0.543312746378, 1
14.515, 0.069693986, 0.005600083, 14.51, 1.44458574662, -0.829269228778, -0.829269228778, -0.543312746378, 1
14.516, 0.069698796, 0.005600433, 14.51, 1.44458574662, -0.829269228778, -0.829269228778, -0.543312746378, 1
14.517, 0.069705876, 0.005600792, 14.51, 1.44458574662, -0.829269228778, -0.829269228778, -0.543312746378, 1
14.518, 0.069710766, 0.005601152, 14.51, 1.44458574662, -0.829269228778, -0.829269228778, -0.543312746378, 1
